trip_id,vehicle_id,driver_id,start_time,end_time,distance_km,energy_used_kwh,avg_speed_kmh,start_soc,end_soc,start_lat,start_lon,end_lat,end_lon,region
785,15,12,2024-10-08 10:53:35,2024-10-08 12:28:33,117.62,26.953,74.31,32.75,5,-88.322048,51.488361,71.543248,-147.928965,West
786,42,20,2024-01-19 18:42:02,2024-01-19 21:14:04,169.99,22.149,67.08,31.74,5,69.335829,177.711894,-74.967644,146.517278,Central
787,19,20,2024-05-12 12:48:52,2024-05-12 16:31:04,251.1,59.541,67.8,72.5,7.5,60.018749,-12.506058,51.248319,104.263964,South
788,31,12,2024-01-18 01:25:44,2024-01-18 04:46:09,272.5,60.431,81.58,31.85,5,-8.437637,-76.915636,23.587124,97.968127,Central
789,36,5,2024-04-10 04:08:36,2024-04-10 07:05:02,224.94,52.681,76.49,66.76,5,53.713403,-83.428129,-69.994743,177.218634,West
790,45,31,2024-06-23 05:39:59,2024-06-23 09:46:56,246.39,32.549,59.86,77.64,36.8,-76.476401,-51.585683,-19.475448,-160.772412,North
791,19,11,2024-03-27 18:49:32,2024-03-27 19:13:34,22.26,3.256,55.57,87.09,83.54,-19.960421,63.0005,77.948548,146.773657,South
792,13,4,2023-07-31 18:56:37,2023-07-31 20:19:20,111.54,15.152,80.9,92.09,67.09,45.356949,74.782389,88.268578,-76.129467,East
793,22,34,2024-05-11 06:49:35,2024-05-11 10:46:51,281.21,42.741,71.11,79.82,34.92,-12.391742,-127.78697,72.449431,122.121996,Central
794,9,39,2024-08-07 14:00:44,2024-08-07 14:59:07,54.31,12.567,55.81,50.55,31.77,-23.501079,6.154198,37.635388,132.378199,West
795,24,18,2024-06-16 09:35:49,2024-06-16 13:10:17,210.9,36.316,59.0,64.74,26.31,-30.551738,107.192505,-80.233132,0.495143,North
796,12,1,2023-04-17 08:55:21,2023-04-17 11:33:37,157.86,26.968,59.84,61.52,13.28,0.246827,163.420442,-79.284378,-118.003516,East
797,13,7,2023-06-19 05:30:25,2023-06-19 06:34:03,50.59,12.023,47.69,42.25,22.41,39.234979,-113.829381,17.286881,44.582778,East
798,44,34,2024-10-19 03:52:59,2024-10-19 06:04:09,161.97,23.271,74.09,79.16,53.16,25.664011,-90.115713,20.757557,91.092387,Central
799,34,5,2023-04-01 12:56:28,2023-04-01 15:18:53,246.56,41.271,103.87,61.17,5,20.103482,-76.140328,-34.256429,-81.984844,West
800,28,9,2024-09-26 14:42:19,2024-09-26 15:56:49,135.37,33.357,109.01,64.0,6.59,-46.633107,-26.100623,-62.923955,-147.540927,Central
801,14,20,2023-01-23 08:06:59,2023-01-23 13:48:15,224.62,47.914,39.49,38.37,5,-73.531486,-88.789539,56.733333,164.029832,East
802,50,15,2023-08-27 18:52:45,2023-08-27 19:55:03,41.98,8.937,40.42,35.11,21.69,-17.00489,-111.195326,-29.332635,-35.018433,North
803,10,5,2023-01-15 14:34:36,2023-01-15 17:09:16,233.53,33.38,90.59,32.76,5,-34.586275,-109.355203,-88.507171,-138.636497,North
804,48,33,2024-04-05 17:36:19,2024-04-05 18:10:27,22.48,3.101,39.51,46.45,43.29,53.271127,51.271756,11.247808,106.754418,East
805,48,1,2024-08-09 01:50:11,2024-08-09 02:40:30,33.47,6.711,39.9,69.12,62.28,-85.914188,135.399297,-24.183066,-34.728913,East
806,15,12,2024-06-04 20:54:07,2024-06-04 23:49:09,108.7,26.416,37.26,84.98,52.04,-41.361319,-120.201094,-39.123427,-144.173663,West
807,42,23,2023-10-01 13:32:41,2023-10-01 14:17:31,52.36,8.326,70.05,77.36,66.27,38.10552,-86.607939,-27.102819,127.214376,Central
808,41,5,2023-03-18 23:27:49,2023-03-19 02:10:25,246.78,53.279,91.06,64.37,5,-80.609977,-54.23551,88.916361,113.575654,East
809,22,11,2024-12-01 08:09:57,2024-12-01 15:39:35,227.44,54.792,30.35,77.15,19.6,-21.663443,-146.602333,-83.492954,151.365053,Central
810,37,31,2023-10-12 15:21:57,2023-10-12 20:04:24,210.95,30.14,44.81,73.78,40.7,59.69294,41.613689,14.792718,-10.102297,North
811,27,25,2023-11-26 09:38:42,2023-11-26 11:03:36,68.21,16.927,48.2,37.33,14.21,-43.876752,51.262398,43.135638,-94.791781,South
812,10,30,2023-03-27 16:26:32,2023-03-27 18:42:52,158.32,26.058,69.67,53.48,14.76,86.569563,-51.176348,-40.172106,118.84857,North
813,3,6,2023-09-12 20:30:52,2023-09-12 22:59:35,150.65,32.893,60.78,59.7,23.15,-58.15355,-124.152418,-46.719873,-109.330884,North
814,49,29,2023-06-25 10:35:09,2023-06-25 13:44:54,168.41,25.708,53.25,85.6,55.6,8.155584,2.720299,48.404598,133.786421,Central
815,6,31,2024-12-30 09:45:26,2024-12-30 14:23:17,205.34,38.809,44.34,94.92,20.14,-79.79114,-116.49044,84.560807,66.039661,Central
816,9,26,2023-12-07 05:59:58,2023-12-07 07:53:30,159.19,28.237,84.12,37.75,5,29.769922,120.953626,1.051988,-41.619458,West
817,50,38,2023-03-21 00:14:18,2023-03-21 02:26:41,223.72,38.848,101.39,40.97,5,-38.927779,92.374237,-85.193363,155.954563,North
818,15,22,2023-06-05 13:10:55,2023-06-05 14:50:03,180.51,41.621,109.25,37.98,5,-81.689271,118.474109,84.831222,131.881026,West
819,36,18,2024-08-17 01:13:20,2024-08-17 04:02:13,215.48,48.427,76.55,47.74,5,14.911962,106.503196,37.398545,-142.387501,West
820,46,26,2023-10-04 14:08:05,2023-10-04 15:59:32,145.37,27.35,78.25,56.29,13.62,49.384211,-27.303757,67.803498,100.103989,South
821,21,10,2024-08-19 12:32:57,2024-08-19 16:02:47,139.12,21.939,39.78,61.81,32.56,71.370859,131.198382,71.001569,172.030687,West
822,11,2,2023-03-19 08:44:30,2023-03-19 11:03:03,222.65,29.659,96.42,62.38,5,15.55623,-26.590983,33.057504,-111.946269,North
823,14,25,2024-04-14 14:15:40,2024-04-14 19:07:31,205.37,29.072,42.22,70.43,9.35,-79.068206,-5.458065,-26.139818,165.826345,East
824,6,34,2024-08-19 04:34:52,2024-08-19 06:48:48,150.2,28.5,67.28,49.08,5,59.793214,130.060048,89.279368,-18.543941,Central
825,37,17,2024-02-26 07:46:45,2024-02-26 08:51:22,106.37,25.987,98.77,65.53,37.0,71.630639,-95.1853,-26.404544,15.910653,North
826,3,28,2024-11-14 14:43:53,2024-11-14 19:15:40,274.91,48.153,60.69,50.45,5,76.446161,-119.589843,-10.67938,140.443721,North
827,34,3,2023-01-26 12:33:03,2023-01-26 13:14:30,57.18,13.504,82.75,80.66,55.42,70.062754,-49.412739,-84.340825,-121.078055,West
828,13,32,2023-12-01 12:28:40,2023-12-01 12:59:22,44.67,6.393,87.26,61.68,51.13,-26.05255,158.04887,9.407628,-151.0912,East
829,49,32,2024-05-27 16:45:24,2024-05-27 19:03:30,168.37,33.248,73.15,60.54,21.74,44.15045,-137.572058,33.148979,123.959427,Central
830,13,33,2023-02-13 07:00:55,2023-02-13 08:44:47,120.46,24.578,69.58,93.11,52.55,-2.960255,177.995433,44.45234,104.965067,East
831,27,19,2023-09-06 22:13:55,2023-09-06 22:31:52,23.12,4.022,77.24,38.33,32.84,9.009587,113.168863,31.385254,145.178791,South
832,42,2,2024-08-17 08:15:01,2024-08-17 12:55:35,267.95,45.931,57.3,36.33,5,-89.685129,89.105304,-24.134243,48.694278,Central
833,27,27,2023-09-30 20:08:01,2023-09-30 20:34:14,21.65,3.625,49.54,45.25,40.3,36.687591,-4.282926,-42.942266,-33.169149,South
834,8,5,2024-11-05 22:12:53,2024-11-05 23:52:48,94.95,16.059,57.01,31.28,5,-49.532351,5.937833,-11.48014,-91.996883,North
835,34,28,2024-03-17 05:12:30,2024-03-17 07:40:15,156.85,29.231,63.69,31.33,5,-2.677517,-108.706151,6.401896,-7.978165,West
836,2,21,2023-10-21 09:32:20,2023-10-21 12:38:39,173.25,32.675,55.79,36.35,5,8.722561,15.754062,84.060144,106.411578,North
837,50,14,2023-09-18 22:53:14,2023-09-19 00:29:01,151.54,22.73,94.92,73.38,39.25,64.947054,-41.912365,-6.543787,89.651401,North
838,24,24,2023-12-05 15:27:49,2023-12-05 16:15:42,64.52,8.971,80.84,93.32,83.83,-63.612834,81.782192,-87.807894,117.804528,North
839,39,14,2023-08-12 04:41:45,2023-08-12 06:14:34,83.22,18.854,53.79,67.28,34.72,-54.252002,125.608257,-15.360421,-71.845236,East
840,44,6,2024-07-11 11:01:30,2024-07-11 17:47:05,254.04,35.076,37.58,51.89,12.7,-61.914702,55.672796,47.409133,-27.867545,Central
841,38,31,2023-11-28 17:49:51,2023-11-28 18:32:41,66.87,11.115,93.65,72.35,54.28,-32.728421,-66.982544,-5.029268,-154.285638,North
842,24,28,2024-05-30 07:43:45,2024-05-30 11:17:58,164.28,33.677,46.01,56.15,20.51,-1.295635,92.648133,1.021308,-175.993729,North
843,34,36,2023-05-21 06:38:37,2023-05-21 09:56:41,264.86,40.361,80.23,63.55,5,-2.672223,-63.507051,53.369718,74.797252,West
844,36,14,2024-05-28 06:19:14,2024-05-28 09:33:06,288.82,70.027,89.38,60.37,5,28.841231,138.87106,-71.572843,-159.717679,West
845,39,40,2024-10-24 08:52:17,2024-10-24 12:27:19,231.89,47.586,64.7,66.8,5,-72.673542,44.65093,-33.216829,-25.259904,East
846,38,13,2023-10-10 22:34:19,2023-10-11 01:26:41,141.43,31.378,49.23,78.52,27.5,-76.553813,0.808365,-87.748858,164.07725,North
847,32,27,2023-09-05 12:07:32,2023-09-05 14:38:25,258.75,59.905,102.89,71.21,5,-80.404379,52.130769,34.450246,-73.66621,East
848,21,19,2024-05-16 19:06:28,2024-05-16 19:43:27,52.37,8.307,84.95,45.35,34.27,81.986051,21.515749,-86.933865,-102.679709,West
849,12,13,2023-01-22 12:26:35,2023-01-22 13:14:53,77.45,15.272,96.18,60.17,32.85,32.247617,6.023199,-77.153723,-85.438428,East
850,32,28,2024-05-17 11:30:03,2024-05-17 17:23:49,272.17,36.334,46.16,47.73,5,-59.473728,44.429385,78.699531,107.499599,East
851,21,36,2023-05-17 16:36:08,2023-05-17 22:26:46,195.07,43.67,33.38,76.96,18.73,87.965739,-123.024312,-54.580784,-19.210451,West
852,4,6,2023-09-01 19:36:32,2023-09-01 21:26:42,182.47,32.633,99.37,88.54,33.14,11.397142,-46.352079,75.995397,-127.845377,West
853,28,6,2023-11-05 06:39:35,2023-11-05 09:52:49,283.23,40.624,87.94,39.14,5,-77.715402,53.802339,-87.108171,-12.509217,Central
854,37,8,2024-02-10 09:59:38,2024-02-10 12:37:22,200.94,38.788,76.43,80.38,37.8,27.929953,-52.318759,57.935431,5.82081,North
855,36,6,2023-07-04 22:04:27,2023-07-05 00:03:17,181.95,41.827,91.86,50.37,5,55.55274,-41.698727,40.656423,-175.800355,West
856,29,16,2024-12-27 14:59:08,2024-12-27 18:06:32,129.75,31.969,41.54,41.39,5,26.719471,67.685993,-16.936691,-173.511453,North
857,33,27,2023-07-17 12:36:21,2023-07-17 20:08:09,259.56,55.534,34.47,64.68,5,-49.496026,-27.72776,-44.709713,-142.220949,Central
858,10,21,2024-02-28 21:25:29,2024-02-28 22:57:40,130.02,30.624,84.62,92.62,47.12,85.813904,127.918074,-49.499826,-71.540023,North
859,12,24,2024-01-05 02:46:33,2024-01-05 05:02:02,216.12,53.169,95.71,31.37,5,8.54721,-81.866819,-41.877454,82.32823,East
860,43,3,2024-10-15 14:11:34,2024-10-15 16:34:07,223.14,53.575,93.92,33.55,5,62.060184,-75.836914,34.886186,-95.15637,West
861,48,16,2023-07-16 11:56:34,2023-07-16 15:00:45,168.05,29.164,54.74,92.3,62.57,-85.725443,-47.383159,-85.880091,3.512758,East
862,49,8,2024-02-20 11:27:28,2024-02-20 14:06:07,260.75,62.365,98.61,55.25,5,-87.661083,-105.643641,-9.644317,-87.788441,Central
863,30,17,2023-08-22 16:57:42,2023-08-22 17:17:29,31.62,4.909,95.82,45.3,34.27,12.014525,-139.988739,-50.902177,18.498064,South
864,13,29,2024-05-05 09:16:02,2024-05-05 10:18:18,98.57,22.15,94.98,71.89,35.34,47.917437,-176.364912,-41.1811,6.492466,East
865,21,6,2024-10-01 09:31:07,2024-10-01 12:54:24,234.94,56.663,69.34,77.9,5,50.853993,-8.621127,-77.165257,106.268366,West
866,26,28,2024-11-12 00:00:49,2024-11-12 07:16:12,275.97,44.518,38.03,40.42,5,-24.206594,-176.743244,86.255852,-153.932648,East
867,6,23,2023-11-23 21:35:43,2023-11-23 23:30:58,182.62,33.674,95.07,77.96,13.08,-45.005308,88.592114,-1.601004,172.819643,Central
868,2,4,2024-05-13 04:03:19,2024-05-13 06:28:16,194.27,28.428,80.41,81.42,34.2,76.259458,85.793782,9.539718,-111.009539,North
869,30,13,2024-05-03 00:17:29,2024-05-03 01:32:32,95.14,15.218,76.06,37.2,5,48.735892,92.140718,-83.683662,155.013056,South
870,46,9,2024-10-19 20:29:12,2024-10-19 23:21:18,180.23,33.195,62.83,91.06,39.27,-28.516859,171.408903,70.627328,-173.137226,South
871,11,17,2023-05-15 17:53:00,2023-05-15 20:02:41,207.8,31.968,96.14,81.97,14.24,-67.190419,-55.815693,86.620287,-176.105408,North
872,31,24,2023-05-22 06:39:41,2023-05-22 08:40:22,121.08,24.028,60.19,84.25,57.4,-68.19664,-73.347962,-59.966251,-123.438298,Central
873,2,2,2024-12-18 00:03:41,2024-12-18 02:12:41,169.77,23.883,78.96,44.87,5.2,40.458978,143.233814,-50.487917,72.475418,North
874,34,13,2023-07-23 07:59:30,2023-07-23 12:51:44,211.87,38.448,43.5,56.07,5,17.663179,32.764114,88.928421,-22.406511,West
875,19,10,2023-03-11 04:13:20,2023-03-11 10:49:02,287.62,37.878,43.61,66.87,25.52,17.781821,41.121868,-4.129587,-111.138131,South
876,38,28,2024-08-23 16:27:45,2024-08-23 20:37:53,276.4,39.863,66.3,73.78,8.96,-49.329848,-108.163221,-83.74945,12.257962,North
877,16,13,2024-10-31 11:39:54,2024-10-31 16:26:24,244.96,43.076,51.3,78.52,6.61,-9.757075,-131.506485,-63.332419,106.567323,East
878,32,14,2024-04-11 02:21:14,2024-04-11 03:04:08,68.59,10.475,95.93,77.24,61.88,20.006943,140.65772,-58.482676,-137.050102,East
879,14,27,2024-09-07 12:35:27,2024-09-07 13:29:37,48.05,9.808,53.22,47.02,26.41,-60.047614,-177.354031,32.501832,-118.293905,East
880,18,24,2024-03-28 18:06:03,2024-03-28 21:12:16,206.86,30.198,66.65,30.67,5,51.597009,-44.658723,88.459804,179.419672,South
881,25,26,2024-06-17 11:51:27,2024-06-17 12:58:17,67.6,13.632,60.68,57.51,42.93,33.476112,143.905511,-5.086599,151.765927,East
882,6,7,2024-03-08 15:13:55,2024-03-08 15:37:34,22.33,5.337,56.63,45.26,34.98,-83.793897,146.360224,82.194948,3.468669,Central
883,43,39,2024-07-05 03:16:05,2024-07-05 09:58:41,225.73,46.13,33.64,46.49,5,77.176298,132.165021,-1.885469,98.398495,West
884,24,26,2024-06-05 09:13:51,2024-06-05 10:17:44,114.42,22.845,107.44,66.37,42.2,-49.332716,-51.47604,65.253949,-26.048522,North
885,19,11,2024-01-27 06:31:10,2024-01-27 09:09:06,150.39,21.169,57.13,60.43,37.32,-15.268792,68.33089,48.701456,-3.980332,South
886,38,28,2023-04-21 03:15:50,2023-04-21 04:44:59,81.82,15.538,55.06,93.6,68.33,75.219096,-32.267771,8.138616,-146.894233,North
887,21,24,2024-12-20 10:18:35,2024-12-20 11:35:59,131.88,30.273,102.22,47.11,6.75,47.592515,-20.634589,-18.18941,148.491027,West
888,19,34,2023-09-01 02:56:06,2023-09-01 06:01:35,133.55,25.235,43.2,77.9,50.35,0.14799,62.132787,87.005829,-48.519207,South
889,12,36,2024-10-24 13:41:59,2024-10-24 17:07:31,277.24,42.326,80.93,58.6,5,65.985236,-46.854385,-26.93243,-164.714615,East
890,4,15,2023-05-23 06:00:06,2023-05-23 06:18:29,15.58,2.841,50.82,75.89,71.07,75.604862,-61.872155,19.980597,179.316007,West
891,36,3,2023-12-09 22:31:24,2023-12-09 23:47:37,110.17,20.84,86.72,61.54,28.57,-69.443538,-166.414798,-75.926882,103.68777,West
892,12,8,2023-09-29 13:05:47,2023-09-29 13:25:27,32.61,4.898,99.45,41.74,32.98,27.540357,136.880975,24.4723,118.078078,East
893,37,18,2024-03-13 11:41:32,2024-03-13 15:10:37,267.81,66.041,76.85,67.93,5,3.36681,105.206393,71.212018,85.926176,North
894,38,37,2023-05-21 06:02:50,2023-05-21 09:35:00,127.84,27.004,36.15,79.94,36.03,16.609513,112.46616,-87.78521,123.037359,North
895,26,2,2023-08-09 19:23:11,2023-08-09 21:49:32,205.99,41.371,84.45,55.62,5,51.060566,-149.832668,47.047165,118.182947,East
896,9,21,2023-04-30 10:34:57,2023-04-30 10:47:05,13.52,2.536,66.82,76.0,72.21,63.4512,159.986771,-12.143052,-108.078112,West
897,45,18,2024-04-06 12:46:12,2024-04-06 16:18:12,199.11,40.755,56.35,32.85,5,32.8999,-160.449629,-19.708244,-109.643068,North
898,33,21,2024-07-22 04:59:28,2024-07-22 07:54:57,299.95,43.648,102.55,81.81,34.31,16.465328,-45.224427,-12.239468,120.839367,Central
899,4,19,2023-09-09 00:20:28,2023-09-09 03:01:39,240.45,48.637,89.5,65.57,5,-81.835484,114.601632,-66.062384,-97.391779,West
900,8,26,2023-07-18 04:35:59,2023-07-18 05:08:10,57.51,8.092,107.2,86.26,71.36,-25.039026,-50.81674,55.217968,-165.348298,North
901,16,11,2023-10-29 18:13:08,2023-10-29 22:40:10,234.95,48.984,52.79,78.92,5,-89.297823,12.958568,-23.630166,84.107976,East
902,10,20,2024-01-17 06:00:56,2024-01-17 08:43:51,241.32,57.542,88.87,89.91,5,40.37027,44.119835,-6.866347,-6.119272,North
903,43,9,2023-10-06 21:04:12,2023-10-06 23:09:18,201.33,38.002,96.56,63.32,15.94,-47.812387,-95.204905,11.306549,119.214402,West
904,29,31,2023-07-28 12:49:07,2023-07-28 15:29:53,171.1,38.894,63.85,79.17,5,-63.478778,-176.752505,-4.667364,-10.032677,North
905,44,12,2023-12-04 04:19:15,2023-12-04 09:25:25,191.05,47.15,37.44,63.37,10.69,-53.495684,7.545383,-48.642258,144.935043,Central
906,49,15,2024-05-18 00:20:12,2024-05-18 05:13:40,207.44,42.639,42.41,62.2,12.45,76.925513,45.430802,-35.630391,-17.113663,Central
907,38,6,2023-08-14 19:05:49,2023-08-14 23:02:10,143.12,23.765,36.33,82.1,43.46,-25.714263,-30.28181,-46.077452,155.63731,North
908,11,20,2024-10-15 15:24:16,2024-10-15 16:37:28,78.35,15.366,64.22,66.95,34.39,-17.386253,-51.404687,-87.554907,13.133923,North
909,3,33,2023-03-25 14:24:32,2023-03-25 16:52:40,155.64,33.686,63.04,60.2,22.77,37.250374,-52.42294,-78.400636,110.895825,North
910,19,23,2023-07-17 22:56:18,2023-07-18 00:52:51,177.74,38.901,91.49,31.06,5,75.97599,126.894919,-62.266944,69.023716,South
911,34,12,2024-09-02 15:24:11,2024-09-02 16:21:33,58.75,13.819,61.44,35.41,9.58,-84.120643,103.439054,62.069379,13.065793,West
912,24,21,2024-04-01 02:21:27,2024-04-01 04:46:14,218.61,49.611,90.59,59.25,6.75,8.56752,-162.169876,-1.144723,29.046576,North
913,26,12,2023-06-13 22:35:58,2023-06-13 23:15:48,59.6,13.982,89.76,69.26,41.79,88.680611,19.150701,3.330655,-86.286592,East
914,9,28,2024-02-20 01:29:26,2024-02-20 01:39:26,10.28,2.145,61.59,30.86,27.65,-46.066623,22.246358,67.875184,9.400126,West
915,34,26,2024-11-05 19:14:33,2024-11-05 21:27:55,199.03,33.106,89.54,77.18,15.3,7.58528,-109.543155,54.899836,-167.449693,West
916,44,24,2024-06-20 10:52:41,2024-06-20 13:16:08,203.77,33.891,85.22,55.67,17.8,83.257565,-65.315566,10.37021,176.570701,Central
917,11,9,2023-01-11 18:39:57,2023-01-11 19:18:32,61.29,9.352,95.28,75.24,55.43,85.877874,79.136471,-56.064034,140.478832,North
918,2,14,2024-01-09 16:40:28,2024-01-09 19:04:09,196.34,40.275,81.98,58.33,5,0.190674,-89.889203,-54.296273,60.61239,North
919,39,13,2023-03-08 20:54:00,2023-03-08 22:17:53,93.77,12.436,67.07,60.81,39.33,-35.50887,154.210398,-21.659687,62.356251,East
920,13,10,2024-07-27 19:52:45,2024-07-27 21:51:39,212.27,49.496,107.11,60.65,5,-29.280581,98.677393,-6.511635,159.012067,East
921,42,16,2023-06-06 09:13:12,2023-06-06 10:10:28,91.98,15.642,96.36,55.46,34.63,0.867904,-173.46215,-3.725653,-13.222116,Central
922,9,28,2023-11-19 20:56:48,2023-11-19 23:48:59,255.34,50.179,88.97,68.73,5,-11.588406,147.178095,-84.841069,-60.320188,West
923,22,3,2024-01-14 15:35:37,2024-01-14 17:19:22,122.91,29.773,71.07,77.1,45.83,-61.532165,97.73086,56.520477,-39.708563,Central
924,36,15,2024-07-08 19:20:12,2024-07-08 20:03:48,22.91,4.499,31.52,67.47,60.35,-14.5997,131.136233,13.908215,-173.210934,West
925,21,27,2024-11-21 14:46:55,2024-11-21 16:51:38,144.63,24.82,69.58,91.03,57.94,63.383537,45.630296,-2.780063,80.982573,West
926,50,28,2023-01-17 03:52:09,2023-01-17 04:27:57,52.59,9.602,88.1,60.5,46.08,33.399041,-46.156699,61.956584,16.243024,North
927,37,15,2024-04-01 10:45:08,2024-04-01 15:32:02,273.18,63.131,57.13,69.14,5,22.453541,-170.911629,-14.688837,-108.326465,North
928,48,30,2023-04-12 20:58:22,2023-04-12 23:59:44,265.54,47.803,87.84,55.37,6.64,6.177694,-31.276509,-49.029367,-142.409789,East
929,49,24,2024-09-10 06:00:21,2024-09-10 07:20:46,144.34,22.353,107.68,40.53,14.45,-76.739497,104.458392,64.406257,-17.893475,Central
930,50,6,2024-06-02 02:50:00,2024-06-02 06:11:42,147.45,27.877,43.86,40.16,5,-70.420412,153.066259,-63.548499,160.467064,North
931,31,32,2023-08-24 20:28:53,2023-08-24 21:28:38,74.24,12.848,74.55,94.95,80.59,61.857337,-60.432827,86.377938,20.729203,Central
932,19,23,2024-06-09 18:50:59,2024-06-09 19:23:16,51.79,6.931,96.24,88.14,80.57,-1.194541,-9.155692,80.241012,-129.899197,South
933,6,22,2023-12-01 11:20:50,2023-12-01 12:08:58,38.62,7.275,48.14,66.53,52.51,-86.842296,65.519429,57.638506,25.758084,Central
934,26,23,2024-08-20 14:10:08,2024-08-20 14:21:22,18.77,2.781,100.22,47.39,41.93,-45.29372,-80.571459,83.355237,127.965243,East
935,50,33,2024-04-14 08:46:20,2024-04-14 11:06:46,202.5,36.964,86.51,90.23,34.73,-19.362376,-78.382216,-23.625529,-179.790895,North
936,34,8,2023-03-24 05:58:02,2023-03-24 08:57:29,235.59,33.507,78.77,85.8,23.17,23.501295,-119.444744,-72.161504,114.205772,West
937,40,3,2024-01-30 00:51:51,2024-01-30 01:18:47,36.1,8.639,80.39,86.61,76.8,83.79068,-134.007084,6.715813,170.873271,East
938,13,19,2024-07-04 01:07:18,2024-07-04 03:02:27,135.25,19.194,70.47,77.62,45.95,17.923009,139.302492,-73.342951,-133.325008,East
939,46,24,2023-09-17 21:32:10,2023-09-18 03:43:37,246.65,60.764,39.84,43.12,5,-39.681863,104.997395,45.029272,-22.535251,South
940,1,16,2024-10-10 10:02:56,2024-10-10 14:18:04,243.7,34.174,57.31,62.83,5,46.387901,-16.824128,-41.06068,36.31139,East
941,28,27,2023-10-08 02:52:49,2023-10-08 06:43:17,190.68,36.908,49.64,78.96,15.44,-51.320969,-160.670934,56.191133,-68.037627,Central
942,17,9,2024-09-14 18:03:05,2024-09-14 19:19:21,131.5,32.115,103.44,88.37,20.76,-59.49409,-97.586032,2.949728,-136.056059,South
943,38,24,2023-01-24 02:49:16,2023-01-24 04:18:03,135.56,26.039,91.61,76.65,34.31,39.882999,-73.579329,30.176958,-135.261114,North
944,6,6,2023-09-20 18:26:12,2023-09-20 19:20:17,97.87,13.445,108.56,40.68,14.77,28.254055,154.242777,-40.619186,108.56511,Central
945,3,10,2024-12-02 00:01:36,2024-12-02 01:38:20,174.49,39.415,108.22,93.7,49.91,-36.522351,88.394512,79.237126,157.720708,North
946,38,19,2023-11-22 16:25:02,2023-11-22 17:52:49,123.59,20.58,84.47,65.98,32.52,15.622991,113.167116,33.18614,134.301028,North
947,25,23,2023-01-07 03:18:29,2023-01-07 05:44:54,248.97,36.754,102.02,69.68,30.37,-34.368735,-1.190587,40.834574,77.672297,East
948,30,29,2024-05-15 02:46:51,2024-05-15 03:40:17,65.51,13.642,73.55,81.24,50.58,85.818199,-51.9546,63.418032,-18.501533,South
949,50,23,2024-11-20 11:27:33,2024-11-20 14:26:39,244.49,57.63,81.9,80.4,5,70.724905,10.674896,42.485588,-120.48425,North
950,8,3,2024-02-22 10:29:11,2024-02-22 11:39:51,103.68,15.046,88.01,78.1,50.39,-59.079873,125.76202,-50.034509,-138.563957,North
951,39,19,2023-06-16 00:18:00,2023-06-16 00:44:12,32.38,7.151,74.14,63.89,51.54,-1.610077,123.776885,-12.911946,-31.667848,East
952,13,2,2023-01-22 15:55:48,2023-01-22 19:35:12,267.64,61.522,73.19,46.81,5,26.492974,-93.440424,-35.597992,-175.450807,East
953,24,28,2024-01-28 11:00:03,2024-01-28 12:04:50,37.58,7.713,34.8,54.24,46.08,-25.03331,-104.288038,-65.685105,-71.799333,North
954,27,8,2023-02-07 01:48:18,2023-02-07 03:58:18,228.19,45.34,105.31,59.17,5,-26.419594,-91.182102,55.55609,47.967549,South
955,1,30,2023-09-21 07:03:02,2023-09-21 10:10:27,294.97,58.366,94.43,94.29,5,-33.868491,-5.148761,-77.778428,6.942422,East
956,45,35,2024-10-17 22:32:31,2024-10-18 01:39:20,180.69,40.506,58.03,48.49,5,81.81112,118.354275,-54.708472,-154.228908,North
957,41,9,2024-07-08 20:28:02,2024-07-08 21:46:30,116.41,22.348,89.0,36.84,5,9.838455,179.986913,-38.294468,-144.566521,East
958,15,24,2023-12-19 20:56:40,2023-12-19 21:20:04,33.91,4.742,86.93,83.85,77.94,69.95864,149.68971,34.015935,-27.480103,West
959,4,28,2024-11-21 03:00:49,2024-11-21 03:55:58,43.37,9.161,47.18,35.07,19.52,-8.20691,17.563275,-36.949415,78.862925,West
960,30,38,2024-03-10 03:55:37,2024-03-10 06:29:39,158.09,30.015,61.58,47.14,5,36.529559,179.38354,18.703562,-140.483089,South
961,32,29,2024-06-19 04:13:25,2024-06-19 08:16:02,279.66,64.002,69.16,93.26,5,-4.898679,51.337787,-43.809304,159.859103,East
962,12,33,2023-04-09 17:45:45,2023-04-09 19:59:03,148.01,28.356,66.62,92.92,42.19,-5.526459,93.052403,10.918868,157.785727,East
963,38,8,2024-06-23 09:52:20,2024-06-23 10:52:12,67.73,16.478,67.87,78.52,51.73,-0.343314,-143.757059,45.513084,60.720795,North
964,28,8,2024-04-12 06:38:26,2024-04-12 13:14:40,256.43,42.247,38.83,54.02,5,-85.862396,-52.654687,16.150555,174.973144,Central
965,38,10,2023-04-02 10:52:26,2023-04-02 11:55:20,114.58,21.577,109.28,49.71,14.63,-12.485831,-177.482254,-17.552155,-163.907927,North
966,12,10,2024-08-31 18:57:04,2024-09-01 00:13:52,178.94,42.353,33.89,88.13,12.36,14.828715,-3.195751,85.172658,-176.471125,East
967,16,12,2024-09-28 05:35:52,2024-09-28 12:59:45,223.2,30.826,30.17,65.59,14.13,82.68765,102.390495,-60.413318,160.832423,East
968,3,27,2024-01-09 17:46:43,2024-01-09 20:05:28,174.05,38.946,75.26,88.52,45.25,61.926636,-94.195887,-20.022393,-152.752424,North
