record_id,vehicle_id,recorded_at,state_of_health,state_of_charge,temperature_c,voltage_v,cycle_count,charging_mode
2169,19,2023-07-30 13:40:04,97.58,63.45,3.89,376.332,11,fast
2170,24,2023-11-19 08:38:40,96.38,91.96,11.5,382.906,25,fast
2171,43,2023-09-16 06:49:28,97.67,29.78,41.21,379.703,22,rapid
2172,40,2024-11-21 20:33:30,97.16,63.96,-0.72,358.291,50,slow
2173,15,2024-11-25 10:34:09,93.13,26.61,13.6,361.55,83,rapid
2174,42,2023-03-25 15:59:48,98.8,45.29,7.16,410.92,7,slow
2175,26,2023-06-19 06:23:09,98.98,43.66,1.36,346.936,13,rapid
2176,13,2023-03-01 23:43:07,99.62,27.73,13.7,405.218,7,slow
2177,11,2024-01-12 19:47:20,98.31,51.06,35.67,403.098,32,rapid
2178,12,2023-06-26 01:17:45,98.38,90.0,31.1,378.607,14,rapid
2179,45,2024-11-04 23:28:30,95.6,57.0,8.76,415.76,89,fast
2180,43,2023-06-03 00:53:03,98.85,67.11,31.32,395.697,16,fast
2181,1,2024-02-14 21:28:41,97.64,50.65,23.55,352.119,41,slow
2182,48,2024-01-14 08:15:51,97.79,40.74,16.68,385.739,45,fast
2183,8,2024-01-29 15:10:17,96.38,39.59,-5.25,343.006,30,fast
2184,21,2023-03-02 12:41:00,100.35,95.42,-3.07,348.358,7,rapid
2185,28,2023-07-04 00:01:10,99.01,48.33,32.53,393.667,9,rapid
2186,43,2023-10-23 15:32:15,98.15,91.91,6.74,366.034,39,fast
2187,45,2023-09-29 12:00:55,95.74,44.31,-4.74,374.83,28,fast
2188,44,2023-08-21 01:50:36,97.46,41.56,16.07,355.023,19,rapid
2189,18,2023-01-06 14:19:25,99.29,66.64,17.88,341.248,0,slow
2190,37,2023-10-18 18:10:45,97.68,19.19,42.64,412.289,16,rapid
2191,23,2023-03-18 14:44:43,98.7,39.42,32.61,383.411,9,fast
2192,36,2023-01-29 04:21:17,100.86,52.03,22.71,374.107,1,rapid
2193,4,2024-02-20 14:57:19,96.95,16.17,35.53,364.875,25,fast
2194,46,2023-05-12 23:14:36,99.45,68.69,-8.72,387.561,6,slow
2195,20,2024-07-15 22:19:16,94.77,31.25,26.46,370.213,28,fast
2196,46,2024-07-16 03:11:31,96.76,64.92,-7.38,346.692,52,slow
2197,14,2023-02-10 23:30:21,101.72,31.52,44.71,404.622,3,slow
2198,14,2024-08-30 12:40:07,95.89,84.95,23.72,365.918,43,slow
2199,10,2024-12-13 02:23:14,93.85,14.33,15.54,368.531,55,slow
2200,11,2023-11-21 22:08:00,97.85,69.12,10.13,387.176,17,fast
2201,14,2024-03-13 13:18:09,96.86,43.22,0.71,392.687,51,rapid
2202,28,2023-08-18 21:26:00,98.22,15.33,10.89,344.955,11,rapid
2203,40,2024-07-02 19:45:49,98.52,73.06,-5.07,392.378,38,fast
2204,19,2023-03-12 18:44:42,98.97,64.72,37.0,396.096,6,fast
2205,20,2024-07-11 01:18:16,99.03,72.83,40.83,410.818,35,slow
2206,3,2023-11-17 14:01:08,99.97,77.72,21.63,354.652,21,fast
2207,14,2023-10-07 14:53:17,98.56,58.4,22.83,413.904,20,rapid
2208,37,2023-05-10 21:16:55,100.31,15.74,16.54,409.376,9,rapid
2209,18,2024-04-28 15:26:24,97.54,19.19,18.32,402.156,44,rapid
2210,43,2023-09-16 17:59:06,96.67,28.17,0.35,379.236,22,fast
2211,4,2023-06-13 05:57:34,98.76,66.47,3.5,391.521,20,rapid
2212,32,2023-10-04 20:28:25,97.62,67.69,27.42,360.938,15,fast
2213,48,2024-02-02 03:48:28,97.89,79.8,8.24,402.733,29,rapid
2214,34,2024-07-07 03:44:10,96.63,65.66,38.71,417.647,53,slow
2215,24,2023-04-28 01:05:03,99.38,87.14,41.6,395.14,14,fast
2216,12,2023-02-19 18:16:12,99.46,54.12,27.42,362.922,4,slow
2217,28,2024-02-18 15:51:51,97.79,76.14,-1.66,399.906,36,fast
2218,31,2024-08-28 11:15:13,98.09,90.23,-9.05,343.714,76,slow
2219,14,2024-09-28 07:58:42,97.59,22.59,22.02,416.894,37,slow
2220,27,2024-04-08 04:03:32,96.46,22.28,-1.57,368.407,33,fast
2221,9,2024-12-27 14:35:28,96.2,47.12,44.95,350.209,54,fast
2222,13,2024-12-06 15:37:17,96.7,40.25,-8.0,365.748,84,fast
2223,32,2024-02-27 04:42:26,97.35,12.9,35.63,346.276,25,fast
2224,49,2024-04-15 07:23:31,98.07,26.08,19.52,354.896,58,rapid
2225,44,2023-11-02 10:36:16,99.08,64.97,-7.77,355.38,25,rapid
2226,37,2024-07-02 03:11:16,96.86,13.16,38.33,367.298,31,fast
2227,16,2023-05-17 16:39:41,100.26,40.67,-2.43,417.362,17,rapid
2228,31,2023-12-06 11:00:56,97.7,24.55,10.95,410.358,41,fast
2229,28,2023-08-09 17:32:43,99.56,66.03,31.79,382.726,20,slow
2230,39,2024-07-16 13:09:50,97.38,53.35,20.84,379.635,54,fast
2231,37,2024-03-19 20:16:59,96.48,19.74,21.32,391.686,54,rapid
2232,37,2023-08-14 13:18:00,97.21,83.63,27.51,361.83,13,slow
2233,43,2023-03-06 20:01:13,99.67,36.02,9.93,349.046,7,fast
2234,34,2024-08-13 17:14:38,96.7,29.6,40.71,376.247,45,slow
2235,11,2024-11-14 03:56:46,94.39,63.38,12.1,417.023,62,rapid
2236,24,2024-09-23 19:56:21,94.36,77.15,1.69,347.112,40,slow
2237,4,2024-07-07 07:55:38,97.33,77.91,6.76,389.26,66,slow
2238,40,2024-12-27 03:21:35,94.51,42.73,33.47,399.924,41,fast
2239,23,2023-12-07 22:34:21,98.95,71.23,44.91,401.803,30,rapid
2240,27,2023-02-02 05:27:27,101.76,66.67,44.43,401.066,3,rapid
2241,29,2024-04-17 04:08:05,98.43,28.34,39.59,355.067,33,fast
2242,50,2023-09-16 23:26:55,97.8,19.13,9.01,409.586,32,fast
2243,3,2023-11-26 12:48:56,98.5,66.21,18.17,384.125,35,slow
2244,42,2024-03-22 00:44:08,95.94,74.85,30.05,389.506,26,slow
2245,20,2024-08-01 18:42:01,95.91,60.25,-9.22,346.335,40,fast
2246,31,2024-05-03 18:01:11,97.46,24.54,23.08,372.123,33,fast
2247,17,2023-02-26 01:13:08,99.0,50.7,7.61,361.355,3,rapid
2248,48,2024-11-01 10:39:02,96.06,40.65,22.98,397.912,34,fast
2249,9,2023-07-16 21:40:23,98.26,73.71,5.2,369.393,13,rapid
2250,45,2024-06-29 02:37:17,95.51,82.46,12.01,392.107,61,slow
2251,29,2024-09-08 07:43:02,93.43,25.92,21.26,383.847,58,slow
2252,10,2023-08-27 04:33:46,98.0,79.23,11.44,414.86,29,rapid
2253,3,2024-04-15 06:16:45,95.79,78.57,15.74,396.475,47,rapid
2254,16,2023-10-06 00:38:24,97.47,19.14,35.69,365.452,15,fast
2255,22,2024-05-19 09:33:10,97.35,70.36,9.27,356.304,46,fast
2256,1,2024-02-17 17:42:50,97.33,37.75,25.59,377.417,37,fast
2257,36,2023-12-24 21:10:03,99.14,54.31,-8.05,349.189,24,slow
2258,2,2023-01-06 17:50:18,99.15,88.18,8.52,370.624,0,fast
2259,18,2023-12-12 16:08:04,96.77,93.16,2.97,413.838,27,rapid
2260,27,2024-01-26 19:26:38,98.3,36.16,19.67,403.168,29,slow
2261,27,2024-05-24 12:51:43,96.11,29.1,22.62,406.695,26,slow
2262,42,2024-05-22 07:25:14,94.68,72.23,-3.54,346.086,60,rapid
2263,22,2023-06-02 05:25:58,98.89,17.92,12.05,373.497,19,slow
2264,22,2023-03-06 19:58:59,100.5,37.13,-0.72,381.203,6,slow
2265,9,2024-11-15 13:36:10,96.06,69.4,29.88,405.91,68,rapid
2266,37,2023-06-14 10:51:31,97.83,63.65,12.35,417.882,14,rapid
2267,16,2024-05-13 02:46:38,96.94,54.66,43.86,371.005,25,fast
2268,19,2023-03-10 14:40:27,98.38,93.67,41.99,399.047,3,fast
2269,3,2023-05-01 19:55:24,98.18,10.75,42.06,411.198,6,fast
2270,13,2023-04-21 02:12:36,99.42,11.88,0.43,361.547,6,slow
2271,2,2024-06-08 21:06:24,98.04,45.72,35.16,373.073,39,fast
2272,10,2024-07-21 06:49:15,96.9,92.01,12.34,415.727,60,fast
2273,13,2023-10-28 23:53:29,100.43,53.3,42.59,378.301,22,fast
2274,41,2024-10-26 11:49:20,93.83,44.78,18.26,396.74,33,slow
2275,45,2023-06-30 13:27:17,98.22,60.48,34.13,397.502,23,slow
2276,29,2023-01-01 21:45:06,98.98,95.5,26.65,378.716,0,fast
2277,5,2023-08-19 09:13:03,98.01,58.61,-3.42,398.779,18,slow
2278,27,2024-07-28 00:15:52,97.49,28.8,5.57,415.884,75,slow
2279,26,2023-01-23 17:14:35,100.44,24.19,17.6,385.305,2,slow
2280,20,2024-08-27 19:35:22,97.71,10.97,40.25,370.603,64,fast
2281,40,2023-05-12 19:51:51,98.42,95.79,14.85,387.928,16,rapid
2282,22,2024-09-10 22:27:53,92.79,48.12,-9.18,344.388,67,slow
2283,19,2024-07-25 14:36:43,97.14,75.62,31.88,345.695,37,slow
2284,31,2023-06-15 02:37:21,99.22,85.87,-2.36,358.748,15,fast
2285,41,2024-03-21 06:43:13,96.6,72.48,-2.34,390.09,58,slow
2286,30,2023-04-29 09:52:38,101.26,14.11,1.26,369.736,11,slow
2287,15,2024-03-23 15:50:37,97.07,72.89,42.65,390.118,59,rapid
2288,32,2024-08-15 17:11:06,95.43,92.74,3.4,405.897,52,slow
2289,29,2024-03-04 04:52:45,96.57,58.01,-1.4,371.32,44,rapid
2290,19,2023-05-22 15:07:39,98.72,79.33,34.54,400.637,16,fast
2291,7,2023-08-25 13:58:12,98.89,40.49,4.89,341.891,19,slow
2292,25,2024-02-14 23:34:56,97.27,70.83,43.55,384.567,30,rapid
2293,40,2024-05-01 09:58:41,99.05,14.53,36.36,381.115,26,slow
2294,49,2023-01-04 15:45:13,100.02,31.39,25.58,386.801,0,slow
2295,38,2024-07-01 22:39:01,96.16,96.41,14.09,372.817,68,slow
2296,41,2023-09-20 05:27:41,97.78,99.88,31.42,362.365,34,slow
2297,19,2023-08-08 17:07:08,98.17,84.32,22.48,385.63,27,slow
2298,10,2024-07-02 11:46:49,97.04,97.88,25.74,400.975,32,fast
2299,6,2024-06-07 15:29:44,96.59,46.76,-0.16,406.469,48,rapid
2300,50,2023-09-14 15:56:05,95.99,20.32,39.01,392.135,17,slow
2301,33,2023-03-22 14:20:55,97.49,38.81,29.16,363.54,4,fast
2302,27,2024-12-21 04:15:42,96.65,47.3,30.12,388.078,43,fast
2303,9,2023-10-07 17:12:26,97.14,41.49,34.14,358.741,25,slow
2304,8,2023-11-16 12:26:49,98.99,79.87,29.3,372.843,29,fast
2305,7,2024-10-01 07:42:05,97.62,81.31,-4.47,344.708,41,rapid
2306,42,2023-03-20 10:47:27,100.53,56.93,37.25,408.564,9,rapid
2307,8,2024-10-13 17:10:23,97.68,20.87,41.95,347.5,53,slow
2308,13,2024-08-17 21:28:50,94.76,32.5,8.58,402.834,77,rapid
2309,11,2024-02-01 07:43:36,96.47,14.33,-3.75,351.247,27,fast
2310,15,2024-09-22 19:04:17,97.1,54.57,11.04,343.925,55,fast
2311,36,2024-03-28 20:03:21,99.34,60.04,37.9,381.007,48,fast
2312,6,2024-02-28 12:47:28,98.63,65.41,36.41,382.543,31,rapid
2313,29,2024-08-03 08:17:20,97.73,83.62,30.81,360.441,40,slow
2314,41,2024-03-06 21:18:42,98.5,99.81,-0.95,347.549,25,slow
2315,45,2023-08-20 12:20:37,97.28,87.02,35.71,364.071,16,fast
2316,49,2023-08-18 13:42:45,97.52,61.04,19.29,387.096,14,fast
2317,37,2023-11-17 13:15:38,100.13,11.41,-8.83,347.315,28,rapid
2318,47,2024-07-21 07:22:40,96.72,32.21,9.78,344.895,33,fast
2319,6,2024-06-01 18:42:02,98.45,49.9,11.39,371.215,46,fast
2320,45,2024-12-23 04:46:50,97.59,71.68,12.11,398.697,87,fast
2321,45,2024-02-23 05:46:12,95.78,12.79,22.96,379.1,39,rapid
2322,5,2024-02-02 14:17:48,97.32,45.03,11.63,351.175,45,fast
2323,17,2023-02-13 07:18:09,101.58,37.82,31.58,353.69,4,rapid
2324,27,2024-10-24 21:35:05,96.21,96.86,-1.6,396.573,65,fast
2325,1,2024-05-28 10:15:30,96.92,95.69,16.24,396.066,62,slow
2326,40,2023-01-23 04:43:24,101.06,15.03,34.1,373.878,2,fast
2327,16,2024-09-27 03:57:56,95.01,42.67,20.51,357.237,50,fast
2328,47,2024-07-12 22:34:34,93.97,68.97,34.37,364.378,29,fast
2329,45,2023-12-21 15:35:00,98.14,47.49,11.36,367.717,42,rapid
2330,18,2023-03-20 07:45:01,99.74,38.4,11.44,376.604,6,slow
2331,6,2024-09-30 14:32:34,96.24,19.41,27.88,341.415,49,rapid
2332,50,2024-03-16 04:22:52,97.69,43.05,13.25,390.492,51,fast
2333,12,2023-10-08 19:36:20,98.21,47.89,9.22,396.914,35,slow
2334,13,2023-09-27 16:35:52,96.76,64.67,24.54,391.649,25,rapid
2335,27,2023-02-20 22:30:38,100.36,67.21,30.72,355.294,2,fast
2336,14,2023-08-06 16:24:45,99.21,24.49,23.16,393.235,19,fast
2337,14,2023-04-12 13:54:51,98.02,15.81,3.22,412.082,9,slow
2338,1,2024-03-14 22:14:12,97.43,10.66,3.6,414.584,53,fast
2339,36,2023-08-29 05:20:33,96.59,69.53,-9.13,411.337,12,fast
2340,28,2023-09-16 12:22:14,98.58,23.33,9.36,383.861,13,rapid
2341,39,2023-02-06 01:45:32,100.16,92.54,30.45,385.09,2,slow
2342,26,2024-04-14 15:12:34,96.11,80.0,31.95,412.832,43,slow
2343,50,2024-02-10 04:54:07,97.69,26.89,-2.68,386.94,52,slow
2344,27,2024-06-28 01:45:33,95.82,95.82,26.95,378.001,30,rapid
2345,30,2023-09-05 05:10:23,100.79,61.35,6.45,393.864,16,fast
2346,40,2023-03-19 02:30:41,98.36,34.49,19.71,389.129,9,rapid
2347,47,2023-03-10 07:07:31,99.61,33.2,35.78,403.594,7,fast
2348,3,2023-10-08 21:00:22,97.47,57.99,43.6,367.028,21,fast
2349,28,2023-05-07 15:13:44,98.68,58.91,42.39,409.513,15,rapid
2350,35,2024-05-27 01:33:40,96.52,44.69,18.41,387.338,41,slow
2351,7,2023-06-25 07:56:09,97.39,57.3,-6.58,413.677,20,slow
2352,20,2024-11-11 03:40:42,96.12,19.11,5.21,389.874,71,rapid
2353,20,2023-06-14 12:07:57,98.38,69.74,41.08,414.849,12,fast
2354,25,2023-05-18 09:37:59,99.66,57.97,27.8,355.682,10,fast
2355,49,2023-05-24 15:58:07,99.91,30.45,-7.39,392.868,7,fast
2356,21,2024-08-26 04:16:33,97.78,45.71,17.5,404.279,42,slow
2357,5,2024-08-03 11:46:18,92.28,38.97,42.71,370.963,49,fast
2358,30,2024-09-15 01:37:21,94.36,26.94,33.0,377.78,79,rapid
2359,40,2023-03-01 00:30:40,99.78,93.49,24.82,403.369,6,fast
2360,26,2023-12-13 08:28:25,99.23,51.88,22.82,369.778,19,slow
2361,14,2024-07-09 03:55:52,97.22,38.67,28.12,350.64,30,rapid
2362,41,2024-04-07 05:09:22,96.86,57.4,9.05,400.648,56,rapid
2363,22,2023-10-18 04:47:53,98.42,36.8,-5.95,374.115,34,fast
2364,44,2023-07-05 01:05:28,100.94,91.68,29.99,411.678,16,fast
2365,10,2024-09-14 21:20:49,94.12,20.23,7.56,385.459,73,rapid
2366,14,2024-03-14 10:07:55,96.65,38.84,15.27,349.402,30,fast
2367,46,2023-11-01 19:12:34,95.21,51.08,-9.74,406.676,19,rapid
2368,18,2024-02-08 10:34:08,95.59,27.4,32.68,358.194,35,fast
2369,24,2023-11-23 13:38:28,98.45,43.83,37.59,366.015,38,fast
2370,8,2024-08-15 04:07:17,97.38,35.46,13.02,418.161,59,rapid
2371,47,2023-01-28 09:20:47,100.81,67.02,5.72,403.454,2,rapid
2372,48,2023-12-07 23:20:29,97.21,45.5,6.46,347.021,36,slow
2373,18,2023-04-17 20:02:17,99.28,71.33,36.61,389.354,10,fast
2374,6,2023-11-06 12:48:17,97.27,26.52,18.68,418.029,20,slow
2375,6,2024-03-03 19:03:20,97.98,99.45,-6.26,362.772,53,rapid
2376,32,2023-12-09 18:47:16,98.32,94.67,32.77,386.735,35,slow
2377,2,2023-05-31 02:45:22,101.34,99.81,42.48,354.324,13,rapid
2378,27,2023-02-12 12:57:28,100.06,70.06,17.8,381.755,3,rapid
2379,46,2024-08-30 23:24:29,94.68,39.75,28.66,393.174,72,fast
2380,35,2023-08-18 22:22:30,99.82,22.98,-6.17,356.739,26,fast
2381,6,2024-02-17 15:36:49,95.57,41.15,-5.28,345.094,51,rapid
2382,15,2024-07-07 06:06:00,97.58,66.58,17.6,407.34,56,rapid
2383,48,2024-10-07 08:07:28,95.26,80.91,40.64,360.277,77,slow
2384,7,2024-01-19 19:31:58,99.58,78.96,9.25,358.954,32,slow
2385,7,2024-11-28 00:44:33,94.67,24.85,11.32,346.228,42,fast
2386,24,2023-09-18 02:01:28,97.54,69.23,30.46,368.904,23,fast
2387,13,2024-12-15 06:18:14,96.65,10.51,34.89,352.729,88,rapid
2388,8,2023-03-06 02:41:34,99.19,17.27,-7.24,351.45,7,rapid
2389,34,2023-02-09 23:56:40,99.75,49.86,27.72,405.243,3,fast
2390,44,2024-01-13 09:37:19,99.35,71.8,1.91,384.832,26,rapid
2391,5,2023-05-27 04:57:25,101.57,59.48,35.28,359.284,12,rapid
2392,17,2024-04-29 10:13:50,100.27,42.25,18.21,340.795,35,rapid
2393,34,2024-09-23 11:07:15,94.37,80.34,39.09,380.838,71,fast
2394,10,2024-01-04 07:28:08,97.25,68.3,15.64,390.01,26,fast
2395,26,2024-10-21 16:28:21,95.34,97.97,29.94,388.152,53,slow
2396,37,2023-08-19 14:55:18,97.25,27.86,-6.99,373.334,29,fast
2397,19,2023-11-11 22:44:47,98.49,92.98,22.46,379.976,41,fast
2398,49,2023-08-22 10:16:51,96.77,96.3,3.34,351.385,21,fast
2399,9,2024-06-17 20:47:46,95.46,37.51,3.51,385.37,28,rapid
2400,6,2024-06-16 09:24:59,98.24,22.45,-0.01,400.151,41,slow
2401,9,2024-05-16 07:40:17,96.46,55.87,-8.24,363.252,29,fast
2402,43,2023-09-15 19:17:16,98.31,30.69,-9.57,401.312,31,fast
2403,32,2024-01-05 19:14:50,99.11,28.51,-1.29,398.03,19,slow
2404,19,2024-08-13 09:57:15,95.7,55.85,5.78,352.861,52,fast
2405,35,2023-08-29 10:55:53,97.82,79.88,34.94,419.137,14,slow
2406,35,2024-12-24 16:01:18,94.4,41.86,4.16,375.727,62,fast
2407,16,2023-02-12 19:36:26,100.84,16.94,13.26,399.491,4,rapid
2408,40,2023-11-22 21:16:08,98.1,22.47,1.33,412.923,34,slow
2409,10,2023-10-04 06:58:31,98.11,65.21,0.75,389.34,29,slow
2410,31,2024-02-27 02:45:32,97.38,20.0,40.77,401.469,37,rapid
2411,27,2023-12-16 22:31:40,98.56,73.31,30.18,397.571,41,slow
2412,20,2023-07-17 00:31:27,97.66,83.63,6.52,406.058,17,rapid
2413,39,2023-12-07 06:57:42,98.65,82.74,28.14,373.217,31,fast
2414,14,2023-04-01 23:12:22,98.82,21.75,-1.35,404.346,6,rapid
2415,28,2024-11-19 04:55:56,94.19,57.55,10.42,357.098,40,slow
2416,37,2023-01-12 07:28:17,100.82,41.16,27.36,380.274,0,fast
2417,13,2024-06-13 03:37:59,97.27,85.46,17.0,345.676,33,fast
2418,12,2023-03-27 18:48:41,100.17,25.57,20.24,375.109,5,rapid
2419,36,2023-01-25 02:05:02,100.79,76.37,32.7,391.0,2,fast
2420,3,2023-10-22 04:35:29,97.34,84.19,21.83,389.64,32,rapid
2421,41,2023-04-01 21:02:19,100.53,34.04,30.98,419.602,6,fast
2422,10,2023-05-27 17:28:18,98.15,80.94,-0.53,411.177,17,rapid
2423,31,2023-01-05 04:05:58,99.69,88.48,-0.17,419.051,0,slow
2424,48,2023-05-10 13:34:29,99.6,62.78,21.67,368.749,17,slow
2425,34,2024-03-19 16:49:21,97.22,86.44,-3.59,407.934,54,fast
2426,31,2024-11-01 13:38:41,94.42,33.72,15.62,368.196,65,rapid
2427,7,2024-08-20 06:35:36,98.82,81.15,13.03,344.663,49,rapid
2428,41,2024-07-19 04:27:43,96.12,51.58,13.63,343.098,50,slow
2429,8,2023-11-26 21:18:12,98.42,23.84,6.8,409.633,16,slow
2430,9,2024-07-30 07:43:19,97.12,85.18,-6.66,395.264,61,slow
2431,18,2024-12-11 14:44:30,96.18,83.23,32.79,390.857,54,fast
2432,25,2024-02-21 23:47:33,97.65,52.01,32.53,414.59,46,fast
2433,27,2024-04-21 22:16:22,95.26,55.45,-9.54,340.404,59,slow
2434,45,2023-03-27 05:42:16,99.18,94.67,14.4,355.309,7,fast
2435,47,2023-03-17 19:47:07,100.92,26.05,42.74,351.782,9,rapid
2436,44,2024-02-26 03:07:03,96.47,30.09,13.51,401.649,26,rapid
2437,10,2024-11-07 11:12:47,93.4,14.0,8.83,349.489,61,fast
2438,30,2024-02-23 15:43:04,96.6,99.88,14.04,343.384,43,slow
2439,2,2024-11-20 02:21:41,93.56,57.67,10.97,391.53,49,rapid
2440,49,2023-07-05 10:18:56,97.09,66.29,1.34,364.11,19,slow
2441,19,2023-02-13 13:38:20,98.41,45.0,40.54,358.023,5,rapid
2442,23,2024-05-06 22:40:14,97.48,57.31,25.67,380.27,39,fast
2443,30,2023-09-13 03:34:40,99.16,93.61,2.29,397.967,15,slow
2444,32,2023-02-12 02:44:14,100.12,58.38,5.1,371.053,5,fast
2445,2,2023-03-23 20:50:47,99.66,55.59,29.32,412.467,6,slow
2446,36,2023-08-28 18:37:23,99.24,30.32,42.31,399.188,31,fast
2447,3,2023-02-21 01:12:50,98.73,50.39,2.57,409.635,5,slow
2448,4,2023-11-24 23:02:18,100.5,46.15,9.03,403.195,38,fast
2449,6,2023-05-23 19:04:57,98.93,58.06,38.31,353.202,14,fast
2450,21,2023-11-21 23:33:06,95.69,93.18,22.88,396.29,36,fast
2451,45,2023-01-18 02:46:06,101.29,44.94,23.59,368.754,1,slow
2452,6,2024-09-28 19:17:16,94.8,60.05,20.29,350.373,36,slow
2453,31,2023-09-01 06:41:55,98.69,82.8,-8.77,379.444,16,slow
2454,45,2023-10-21 03:38:50,97.74,96.2,21.8,418.555,17,rapid
2455,38,2023-11-13 22:50:14,95.6,20.81,16.12,391.743,30,slow
2456,17,2024-12-01 02:53:55,95.34,34.74,22.53,370.564,51,rapid
2457,11,2023-05-15 00:26:24,98.91,90.18,21.54,352.254,15,rapid
2458,50,2023-07-06 21:09:12,100.9,27.83,35.82,382.776,19,rapid
2459,36,2024-08-26 14:08:11,98.56,32.11,30.95,389.368,66,slow
2460,33,2024-02-07 03:14:57,96.1,30.93,43.96,413.185,28,slow
2461,39,2024-10-09 14:59:52,93.97,24.72,14.9,415.257,81,rapid
2462,14,2023-08-13 03:04:41,97.7,62.47,27.71,404.799,13,rapid
2463,6,2024-12-30 05:43:57,95.72,90.87,17.01,393.238,43,slow
2464,19,2023-02-03 18:08:55,99.11,96.78,17.03,357.502,1,fast
2465,21,2023-12-20 09:53:08,97.13,65.2,17.61,391.107,17,slow
2466,2,2024-08-06 20:03:51,96.87,84.35,2.52,344.718,69,rapid
2467,11,2024-07-14 08:33:35,97.09,32.97,-9.56,347.492,66,slow
2468,50,2024-05-14 01:48:04,97.63,19.8,26.33,384.686,55,slow
2469,38,2023-04-27 12:07:13,99.82,35.97,25.48,396.854,14,fast
2470,25,2023-02-28 15:25:17,99.58,92.77,38.5,364.82,5,slow
2471,24,2024-12-03 00:45:36,96.24,28.57,11.84,366.264,79,fast
2472,32,2024-11-17 14:14:08,98.04,99.8,42.95,348.341,63,rapid
2473,45,2023-04-03 04:43:46,99.77,11.34,18.1,357.938,11,slow
2474,48,2023-10-19 22:47:53,99.65,20.92,15.86,390.805,33,fast
2475,35,2024-11-19 21:12:43,98.12,65.53,-3.5,398.372,67,rapid
2476,11,2024-07-20 00:04:38,94.69,51.18,14.92,342.145,67,rapid
2477,28,2024-06-24 14:57:14,96.75,81.21,40.95,398.667,43,rapid
2478,29,2023-12-10 13:22:07,95.56,38.78,39.97,377.118,29,slow
2479,45,2024-05-31 19:30:58,95.68,91.22,7.5,398.589,43,slow
2480,13,2024-05-24 06:18:50,95.95,80.23,2.93,412.07,49,fast
2481,30,2024-08-22 21:14:27,95.64,25.81,17.43,380.009,70,fast
2482,4,2023-12-14 00:09:01,97.46,83.72,39.76,369.447,41,slow
2483,48,2024-07-31 10:30:50,93.67,99.55,41.64,350.824,40,slow
2484,41,2023-09-16 01:57:37,96.03,49.49,20.83,353.396,26,rapid
2485,1,2023-05-08 16:25:22,98.36,62.96,34.93,366.693,14,fast
2486,26,2024-04-25 09:37:11,98.34,14.96,18.74,357.223,56,slow
2487,29,2024-04-09 19:59:46,96.48,70.51,33.1,340.812,28,rapid
2488,43,2024-05-19 06:29:44,99.91,76.68,2.37,364.525,51,rapid
2489,32,2023-08-30 00:04:26,99.13,97.44,5.69,399.405,21,slow
2490,46,2023-12-08 15:18:57,96.74,24.25,23.53,390.499,40,fast
2491,16,2023-07-18 22:02:18,100.31,75.18,-7.41,389.359,11,slow
2492,41,2024-06-24 13:09:17,94.14,79.51,43.02,354.28,27,rapid
2493,25,2023-05-08 08:18:06,99.52,74.2,-2.15,348.083,15,fast
2494,28,2023-12-15 14:38:04,98.68,70.92,24.08,380.865,20,slow
2495,1,2023-07-27 23:28:21,98.5,63.87,29.4,343.606,24,rapid
2496,39,2024-03-03 10:43:59,97.19,97.96,-1.76,346.302,25,rapid
2497,38,2024-05-18 04:45:11,97.24,38.12,-4.01,413.878,28,slow
2498,19,2023-03-11 19:48:33,98.74,53.42,28.87,412.903,5,fast
2499,24,2023-08-22 01:00:37,98.49,32.26,1.35,418.758,18,slow
2500,27,2024-09-08 13:45:01,94.49,37.15,24.08,367.915,51,slow
2501,2,2024-06-20 03:16:24,97.14,74.35,17.99,366.622,29,fast
2502,17,2023-06-12 04:10:17,97.97,90.94,7.44,392.118,8,rapid
2503,6,2023-11-17 23:00:07,99.04,82.64,25.82,389.066,38,rapid
2504,50,2024-06-11 03:12:03,95.89,55.65,-4.55,407.682,37,fast
2505,22,2023-04-27 06:40:57,98.62,48.99,32.4,345.186,13,slow
2506,23,2024-12-13 13:07:21,98.5,11.56,4.6,417.077,79,slow
2507,34,2023-08-04 09:00:36,97.44,63.87,23.06,360.6,23,fast
2508,7,2024-08-28 13:55:55,95.87,23.03,15.07,343.933,45,rapid
2509,38,2023-03-22 13:15:33,101.51,91.38,5.41,400.229,10,fast
2510,49,2024-01-02 15:37:07,95.98,75.96,20.85,386.069,23,slow
2511,24,2023-02-07 19:49:26,98.83,29.01,21.16,398.762,2,slow
2512,26,2023-04-09 16:51:56,98.91,99.71,-2.62,384.193,7,rapid
2513,8,2023-03-28 07:28:50,98.26,73.75,43.82,399.461,5,rapid
2514,50,2023-06-14 14:18:44,100.49,12.39,-0.47,359.119,15,rapid
2515,14,2024-12-08 22:08:51,93.63,42.76,12.79,385.642,64,fast
2516,8,2024-06-13 17:07:28,96.22,49.3,17.03,404.779,30,slow
2517,40,2024-12-12 04:42:34,93.32,73.28,21.08,359.912,47,slow
2518,6,2024-12-04 12:27:17,93.5,41.7,-0.78,400.351,85,rapid
2519,9,2024-07-11 23:08:55,98.13,11.98,5.0,414.365,70,slow
2520,37,2023-07-17 01:02:49,97.72,81.4,26.58,347.205,23,rapid
2521,11,2024-02-18 02:33:48,97.18,68.55,5.96,370.893,26,slow
