alert_id,vehicle_id,alert_time,alert_type,severity,message,resolved,resolved_at
271,36,2024-05-23 21:13:55,overtemp,high,Overtemp on Hyundai Ioniq 6,True,2024-05-24 05:18:20
272,23,2024-03-04 10:51:42,fault,low,Fault on Rivian R1T,True,2024-03-06 14:22:02
273,11,2024-06-27 16:29:00,battery_low,high,Battery Low on Hyundai Ioniq 6,True,2024-06-30 12:05:53
274,6,2023-11-07 14:54:25,fault,critical,Fault on Nissan Leaf,True,2023-11-08 22:29:34
275,47,2024-09-27 16:24:54,overtemp,medium,Overtemp on Hyundai Ioniq 6,True,2024-09-29 11:56:24
276,10,2023-07-14 16:08:26,fault,low,Fault on Volkswagen ID.4,False,
277,11,2023-03-30 02:20:36,battery_low,low,Battery Low on Hyundai Ioniq 6,True,2023-03-30 14:27:34
278,21,2023-07-07 17:00:25,battery_low,medium,Battery Low on Volkswagen ID.3,True,2023-07-08 07:45:39
279,50,2024-09-30 06:26:07,fault,low,Fault on BYD Han,True,2024-10-02 10:51:02
280,11,2023-09-23 20:53:44,maintenance,high,Maintenance on Hyundai Ioniq 6,True,2023-09-25 01:19:51
281,49,2024-04-30 05:21:53,charging_error,critical,Charging Error on BMW i3,True,2024-05-01 21:16:58
282,8,2024-10-12 03:39:27,overtemp,critical,Overtemp on Nissan Ariya,True,2024-10-14 08:14:46
283,17,2023-09-29 17:22:30,maintenance,medium,Maintenance on Volkswagen ID.3,True,2023-10-02 11:34:15
284,45,2023-01-04 21:56:07,maintenance,medium,Maintenance on Tesla Model S,True,2023-01-06 07:01:08
285,18,2024-11-03 17:48:25,charging_error,high,Charging Error on Volkswagen ID.3,False,
286,33,2023-08-17 08:31:05,battery_low,low,Battery Low on Hyundai Ioniq 5,True,2023-08-19 19:11:27
287,39,2024-05-06 22:59:00,charging_error,low,Charging Error on Nissan Leaf,True,2024-05-07 22:55:22
288,34,2024-04-29 12:43:51,maintenance,medium,Maintenance on Tesla Model 3,True,2024-05-01 17:36:01
289,10,2023-05-01 14:46:58,charging_error,medium,Charging Error on Volkswagen ID.4,True,2023-05-03 12:07:46
290,48,2024-09-21 21:29:52,maintenance,critical,Maintenance on Tesla Model 3,True,2024-09-21 22:18:05
291,4,2023-09-26 16:16:15,maintenance,critical,Maintenance on BMW iX,True,2023-09-27 18:53:26
292,29,2023-11-28 01:38:18,charging_error,medium,Charging Error on Rivian R1T,True,2023-11-29 08:01:38
293,7,2023-03-30 03:03:04,overtemp,medium,Overtemp on Volkswagen ID.4,False,
294,9,2023-05-17 18:35:42,overtemp,medium,Overtemp on Nissan Leaf,False,
295,38,2023-04-19 10:45:59,charging_error,medium,Charging Error on BYD Han,True,2023-04-21 04:48:04
296,12,2024-08-01 20:56:16,maintenance,high,Maintenance on Nissan Leaf,True,2024-08-03 03:12:32
297,30,2024-01-16 17:20:16,fault,medium,Fault on Nissan Ariya,True,2024-01-19 09:50:39
298,28,2024-02-15 10:34:50,maintenance,low,Maintenance on Rivian R1T,False,
299,15,2024-02-21 01:22:34,fault,high,Fault on Volkswagen ID.3,True,2024-02-21 11:28:44
300,20,2023-08-31 23:48:50,battery_low,critical,Battery Low on Hyundai Kona EV,True,2023-09-03 20:47:40
301,7,2024-08-16 17:07:53,maintenance,critical,Maintenance on Volkswagen ID.4,True,2024-08-18 00:57:41
302,42,2024-06-05 23:15:45,battery_low,low,Battery Low on BYD Han,False,
303,46,2023-07-05 16:56:07,charging_error,medium,Charging Error on Volkswagen ID.4,True,2023-07-06 16:36:16
304,45,2023-05-19 20:57:22,maintenance,low,Maintenance on Tesla Model S,True,2023-05-20 04:34:37
305,7,2023-08-19 15:00:56,maintenance,low,Maintenance on Volkswagen ID.4,True,2023-08-21 23:01:45
306,9,2024-10-29 19:36:24,fault,low,Fault on Nissan Leaf,True,2024-11-01 13:45:37
307,25,2023-03-28 14:39:53,overtemp,low,Overtemp on BMW iX,True,2023-03-31 14:36:25
308,10,2023-06-15 16:37:45,overtemp,low,Overtemp on Volkswagen ID.4,False,
309,23,2023-08-20 03:22:18,battery_low,medium,Battery Low on Rivian R1T,True,2023-08-20 23:05:48
310,26,2023-01-30 09:52:57,fault,low,Fault on BYD Atto 3,True,2023-01-31 04:26:32
311,34,2023-10-05 04:12:37,fault,low,Fault on Tesla Model 3,True,2023-10-07 04:04:49
312,40,2024-11-10 04:14:41,overtemp,high,Overtemp on Nissan Leaf,True,2024-11-10 20:59:04
313,36,2023-06-21 11:15:53,battery_low,low,Battery Low on Hyundai Ioniq 6,True,2023-06-23 05:16:07
314,13,2024-11-03 10:46:02,fault,low,Fault on BMW iX,True,2024-11-05 00:58:49
315,12,2024-11-24 14:34:06,charging_error,critical,Charging Error on Nissan Leaf,False,
316,24,2023-11-22 10:45:59,fault,high,Fault on BMW i3,True,2023-11-23 02:37:04
317,20,2023-05-05 05:56:59,maintenance,medium,Maintenance on Hyundai Kona EV,True,2023-05-07 11:13:43
318,1,2024-07-31 11:57:58,fault,low,Fault on BMW i3,True,2024-08-03 07:28:17
319,10,2024-11-21 23:19:28,fault,medium,Fault on Volkswagen ID.4,True,2024-11-22 20:49:51
320,25,2024-02-28 14:01:58,overtemp,low,Overtemp on BMW iX,True,2024-03-01 11:30:05
321,6,2024-05-30 07:17:28,overtemp,low,Overtemp on Nissan Leaf,True,2024-05-30 16:27:16
322,44,2023-04-23 19:35:45,overtemp,medium,Overtemp on Volkswagen ID.3,True,2023-04-25 20:12:45
323,38,2023-03-15 03:38:11,overtemp,low,Overtemp on BYD Han,False,
324,20,2023-05-26 14:59:21,charging_error,low,Charging Error on Hyundai Kona EV,False,
325,38,2023-12-21 14:48:38,maintenance,medium,Maintenance on BYD Han,True,2023-12-23 09:22:41
326,19,2024-10-21 23:11:46,fault,medium,Fault on Volkswagen ID.3,True,2024-10-24 00:37:18
327,22,2024-04-19 00:59:02,overtemp,low,Overtemp on Hyundai Ioniq 5,True,2024-04-19 14:32:08
328,47,2024-02-18 02:54:20,charging_error,medium,Charging Error on Hyundai Ioniq 6,True,2024-02-19 08:24:01
329,26,2023-09-23 14:46:11,charging_error,high,Charging Error on BYD Atto 3,True,2023-09-23 21:08:39
330,15,2024-02-05 11:59:04,overtemp,high,Overtemp on Volkswagen ID.3,False,
331,41,2023-08-01 08:20:39,fault,high,Fault on Volkswagen ID.3,True,2023-08-04 03:44:02
332,48,2023-05-20 11:51:13,charging_error,medium,Charging Error on Tesla Model 3,True,2023-05-22 01:29:15
333,25,2024-12-20 07:27:28,overtemp,high,Overtemp on BMW iX,True,2024-12-21 18:00:08
334,21,2023-11-16 02:27:34,battery_low,high,Battery Low on Volkswagen ID.3,False,
335,12,2023-03-27 17:08:09,overtemp,high,Overtemp on Nissan Leaf,True,2023-03-28 23:04:54
336,10,2024-05-02 20:02:29,maintenance,critical,Maintenance on Volkswagen ID.4,False,
337,35,2024-12-28 01:10:29,overtemp,high,Overtemp on Nissan Ariya,True,2024-12-28 23:13:23
338,31,2024-07-28 11:57:04,maintenance,critical,Maintenance on BMW i3,True,2024-07-31 09:09:02
339,46,2024-12-30 09:15:48,fault,medium,Fault on Volkswagen ID.4,True,2025-01-01 06:34:10
340,46,2023-04-20 11:20:32,maintenance,low,Maintenance on Volkswagen ID.4,True,2023-04-21 01:52:14
341,46,2024-10-12 20:59:16,overtemp,low,Overtemp on Volkswagen ID.4,True,2024-10-15 15:42:01
342,48,2023-04-07 09:47:31,charging_error,medium,Charging Error on Tesla Model 3,True,2023-04-09 01:13:50
343,36,2024-12-30 21:09:57,overtemp,high,Overtemp on Hyundai Ioniq 6,False,
344,23,2023-06-28 06:49:11,fault,low,Fault on Rivian R1T,True,2023-06-30 18:07:49
345,27,2024-08-20 13:06:17,battery_low,medium,Battery Low on Hyundai Kona EV,False,
346,6,2023-07-14 02:03:58,fault,critical,Fault on Nissan Leaf,True,2023-07-16 14:31:39
347,2,2023-05-16 09:55:48,battery_low,low,Battery Low on Volkswagen ID.3,True,2023-05-16 20:11:06
348,34,2024-06-02 22:08:38,charging_error,critical,Charging Error on Tesla Model 3,True,2024-06-05 06:04:31
349,47,2023-02-10 12:05:41,overtemp,medium,Overtemp on Hyundai Ioniq 6,False,
350,43,2023-11-14 00:11:45,battery_low,critical,Battery Low on BYD Tang,True,2023-11-16 16:02:07
351,41,2023-11-16 02:33:41,fault,critical,Fault on Volkswagen ID.3,True,2023-11-16 15:43:57
352,25,2024-02-26 16:20:13,charging_error,low,Charging Error on BMW iX,True,2024-02-27 02:54:39
353,31,2023-03-12 23:08:16,overtemp,low,Overtemp on BMW i3,False,
354,47,2023-03-13 04:19:07,charging_error,high,Charging Error on Hyundai Ioniq 6,True,2023-03-13 18:38:46
355,16,2024-08-11 04:11:28,overtemp,critical,Overtemp on Nissan Leaf,False,
356,6,2023-11-18 15:14:08,charging_error,low,Charging Error on Nissan Leaf,True,2023-11-21 03:46:02
357,43,2024-06-19 05:47:49,battery_low,low,Battery Low on BYD Tang,True,2024-06-20 18:34:11
358,34,2023-07-26 08:03:37,fault,medium,Fault on Tesla Model 3,True,2023-07-27 19:51:14
359,25,2023-12-09 09:08:27,battery_low,low,Battery Low on BMW iX,False,
360,25,2024-03-04 06:33:49,overtemp,medium,Overtemp on BMW iX,True,2024-03-05 15:07:21
361,32,2023-09-14 06:35:45,charging_error,low,Charging Error on Rivian R1S,True,2023-09-14 10:42:27
362,17,2023-03-01 20:51:49,maintenance,critical,Maintenance on Volkswagen ID.3,True,2023-03-04 18:49:00
363,37,2024-05-08 19:35:36,fault,high,Fault on BYD Tang,True,2024-05-11 05:24:34
364,20,2023-02-15 04:55:18,charging_error,low,Charging Error on Hyundai Kona EV,True,2023-02-16 00:30:32
365,40,2023-10-23 13:09:36,charging_error,high,Charging Error on Nissan Leaf,True,2023-10-25 23:10:30
366,24,2024-04-03 20:50:10,charging_error,low,Charging Error on BMW i3,True,2024-04-06 02:03:44
367,18,2024-05-13 21:35:55,overtemp,low,Overtemp on Volkswagen ID.3,True,2024-05-14 05:29:30
368,1,2023-05-19 05:48:15,overtemp,high,Overtemp on BMW i3,False,
369,2,2024-12-04 11:32:37,maintenance,low,Maintenance on Volkswagen ID.3,True,2024-12-05 19:15:11
370,41,2023-10-27 12:42:13,fault,low,Fault on Volkswagen ID.3,True,2023-10-28 07:36:26
371,36,2024-06-07 16:34:52,overtemp,low,Overtemp on Hyundai Ioniq 6,True,2024-06-07 20:04:09
372,8,2024-12-02 20:34:28,charging_error,low,Charging Error on Nissan Ariya,True,2024-12-05 03:51:58
373,38,2023-03-31 17:34:28,charging_error,medium,Charging Error on BYD Han,False,
374,25,2023-03-09 09:38:25,overtemp,medium,Overtemp on BMW iX,True,2023-03-09 22:10:49
375,38,2023-06-07 20:52:37,overtemp,medium,Overtemp on BYD Han,True,2023-06-08 00:29:34
376,28,2023-11-08 12:40:55,overtemp,high,Overtemp on Rivian R1T,True,2023-11-09 04:54:04
377,25,2024-05-29 12:33:20,overtemp,low,Overtemp on BMW iX,True,2024-06-01 12:29:10
378,14,2024-04-28 07:58:33,overtemp,medium,Overtemp on Hyundai Ioniq 6,True,2024-05-01 04:29:44
379,4,2024-12-13 02:33:50,maintenance,low,Maintenance on BMW iX,True,2024-12-13 04:10:31
380,7,2024-11-17 18:48:48,overtemp,critical,Overtemp on Volkswagen ID.4,True,2024-11-17 20:11:35
381,40,2024-03-26 11:42:35,battery_low,low,Battery Low on Nissan Leaf,True,2024-03-28 15:55:17
382,21,2023-07-01 09:27:27,maintenance,low,Maintenance on Volkswagen ID.3,True,2023-07-02 21:12:51
383,39,2024-03-03 21:17:03,battery_low,critical,Battery Low on Nissan Leaf,True,2024-03-05 22:59:43
384,2,2023-12-24 19:22:54,charging_error,high,Charging Error on Volkswagen ID.3,True,2023-12-24 21:37:05
385,31,2023-08-24 15:36:40,overtemp,low,Overtemp on BMW i3,False,
386,15,2023-11-26 20:14:06,fault,low,Fault on Volkswagen ID.3,True,2023-11-29 09:34:25
387,38,2023-04-30 20:48:55,charging_error,high,Charging Error on BYD Han,True,2023-05-01 09:38:57
388,49,2023-11-18 11:13:47,battery_low,low,Battery Low on BMW i3,True,2023-11-21 08:47:40
389,5,2024-01-29 18:11:41,fault,medium,Fault on Hyundai Kona EV,True,2024-01-30 22:05:44
390,11,2024-03-22 22:32:56,overtemp,low,Overtemp on Hyundai Ioniq 6,True,2024-03-24 05:23:46
391,29,2024-03-07 19:47:47,battery_low,low,Battery Low on Rivian R1T,True,2024-03-09 04:31:38
392,21,2024-12-03 07:15:58,maintenance,medium,Maintenance on Volkswagen ID.3,True,2024-12-04 21:12:37
393,27,2024-11-01 18:30:11,maintenance,high,Maintenance on Hyundai Kona EV,True,2024-11-03 02:25:34
394,3,2023-12-20 06:24:14,overtemp,low,Overtemp on BMW i3,False,
395,20,2024-05-29 16:19:37,maintenance,low,Maintenance on Hyundai Kona EV,True,2024-05-30 22:21:08
396,31,2024-01-02 01:57:23,overtemp,high,Overtemp on BMW i3,True,2024-01-02 14:46:39
397,40,2023-05-18 16:24:30,overtemp,low,Overtemp on Nissan Leaf,True,2023-05-21 12:29:24
398,31,2024-04-21 21:00:22,fault,high,Fault on BMW i3,True,2024-04-23 11:03:37
399,31,2023-01-06 04:05:31,charging_error,high,Charging Error on BMW i3,True,2023-01-06 09:48:50
400,46,2023-06-30 11:55:22,overtemp,high,Overtemp on Volkswagen ID.4,False,
401,47,2023-06-20 20:20:04,fault,high,Fault on Hyundai Ioniq 6,True,2023-06-22 18:36:49
402,34,2023-12-14 22:01:24,maintenance,high,Maintenance on Tesla Model 3,True,2023-12-14 23:28:50
403,29,2024-11-16 06:23:11,battery_low,medium,Battery Low on Rivian R1T,False,
404,40,2024-02-27 09:19:48,overtemp,medium,Overtemp on Nissan Leaf,False,
405,40,2023-12-05 20:52:49,battery_low,high,Battery Low on Nissan Leaf,True,2023-12-08 18:39:26
406,22,2024-11-26 07:05:49,charging_error,high,Charging Error on Hyundai Ioniq 5,True,2024-11-28 11:10:53
407,40,2024-02-01 04:40:48,overtemp,high,Overtemp on Nissan Leaf,True,2024-02-03 05:51:31
408,15,2024-10-21 11:17:57,maintenance,medium,Maintenance on Volkswagen ID.3,True,2024-10-23 08:30:05
409,7,2024-02-13 02:39:57,battery_low,low,Battery Low on Volkswagen ID.4,False,
410,43,2023-09-18 07:04:28,charging_error,medium,Charging Error on BYD Tang,True,2023-09-18 12:28:35
411,15,2024-10-03 21:31:42,overtemp,high,Overtemp on Volkswagen ID.3,True,2024-10-05 00:35:36
412,21,2023-06-24 13:58:35,battery_low,high,Battery Low on Volkswagen ID.3,True,2023-06-26 11:45:02
413,38,2023-09-11 03:05:04,battery_low,low,Battery Low on BYD Han,False,
414,12,2023-09-19 19:18:22,fault,low,Fault on Nissan Leaf,False,
415,23,2023-12-25 17:35:48,fault,medium,Fault on Rivian R1T,True,2023-12-27 15:19:48
416,6,2024-11-17 17:19:50,battery_low,low,Battery Low on Nissan Leaf,True,2024-11-19 01:06:57
417,38,2023-10-23 06:41:05,charging_error,low,Charging Error on BYD Han,True,2023-10-26 00:42:07
418,23,2024-12-09 14:40:20,charging_error,high,Charging Error on Rivian R1T,True,2024-12-10 06:03:10
419,49,2024-07-02 07:42:50,maintenance,low,Maintenance on BMW i3,True,2024-07-03 18:20:40
420,17,2023-07-04 23:21:02,charging_error,low,Charging Error on Volkswagen ID.3,True,2023-07-07 15:32:29
421,18,2024-08-07 07:09:58,battery_low,critical,Battery Low on Volkswagen ID.3,False,
422,45,2023-04-14 07:10:59,charging_error,medium,Charging Error on Tesla Model S,True,2023-04-15 08:50:35
423,27,2024-06-03 15:25:13,overtemp,critical,Overtemp on Hyundai Kona EV,True,2024-06-04 22:53:10
424,37,2024-03-01 07:40:35,charging_error,low,Charging Error on BYD Tang,False,
425,33,2024-04-28 05:16:29,overtemp,medium,Overtemp on Hyundai Ioniq 5,True,2024-04-29 02:48:23
426,3,2023-06-20 11:53:41,overtemp,high,Overtemp on BMW i3,True,2023-06-21 13:20:39
427,32,2024-06-06 10:43:32,charging_error,low,Charging Error on Rivian R1S,True,2024-06-09 06:47:44
428,33,2023-07-17 16:26:40,maintenance,low,Maintenance on Hyundai Ioniq 5,False,
429,7,2024-02-04 18:16:28,overtemp,medium,Overtemp on Volkswagen ID.4,True,2024-02-04 21:27:06
430,11,2024-04-15 16:23:28,charging_error,low,Charging Error on Hyundai Ioniq 6,True,2024-04-16 10:10:34
431,28,2024-10-18 18:59:04,fault,high,Fault on Rivian R1T,True,2024-10-20 11:33:56
432,35,2023-10-17 11:00:45,charging_error,critical,Charging Error on Nissan Ariya,False,
433,15,2023-02-05 19:26:40,overtemp,high,Overtemp on Volkswagen ID.3,True,2023-02-07 04:52:35
434,12,2024-03-04 09:48:52,maintenance,low,Maintenance on Nissan Leaf,True,2024-03-04 23:44:46
435,21,2023-08-22 03:28:43,charging_error,low,Charging Error on Volkswagen ID.3,True,2023-08-23 23:15:03
436,39,2024-08-13 15:54:36,battery_low,low,Battery Low on Nissan Leaf,False,
437,23,2024-02-14 00:02:58,overtemp,low,Overtemp on Rivian R1T,False,
438,32,2024-07-14 23:05:20,overtemp,medium,Overtemp on Rivian R1S,True,2024-07-15 01:12:18
439,3,2023-07-14 07:54:41,charging_error,medium,Charging Error on BMW i3,True,2023-07-16 13:42:56
440,10,2023-02-16 15:21:47,battery_low,high,Battery Low on Volkswagen ID.4,True,2023-02-18 20:28:21
441,35,2024-05-09 04:46:51,fault,medium,Fault on Nissan Ariya,True,2024-05-12 03:01:52
442,37,2024-12-05 00:25:32,maintenance,low,Maintenance on BYD Tang,True,2024-12-05 15:10:10
443,42,2023-06-14 20:42:01,maintenance,high,Maintenance on BYD Han,True,2023-06-16 06:31:09
444,4,2023-03-21 09:09:42,charging_error,low,Charging Error on BMW iX,True,2023-03-22 16:03:30
445,43,2024-01-19 07:50:04,fault,medium,Fault on BYD Tang,True,2024-01-20 23:23:59
446,28,2023-09-12 18:07:00,maintenance,medium,Maintenance on Rivian R1T,False,
447,14,2023-11-22 15:54:07,battery_low,critical,Battery Low on Hyundai Ioniq 6,False,
448,30,2023-05-12 23:59:42,fault,critical,Fault on Nissan Ariya,True,2023-05-15 11:03:13
449,2,2024-05-02 18:15:35,fault,low,Fault on Volkswagen ID.3,True,2024-05-03 01:08:33
450,37,2024-04-11 00:39:51,overtemp,high,Overtemp on BYD Tang,True,2024-04-12 01:50:29
451,15,2024-06-21 20:07:22,fault,critical,Fault on Volkswagen ID.3,True,2024-06-23 07:00:06
452,8,2023-07-10 02:51:51,fault,medium,Fault on Nissan Ariya,True,2023-07-10 09:46:31
453,42,2024-10-10 06:43:46,battery_low,low,Battery Low on BYD Han,True,2024-10-12 23:20:07
454,18,2023-05-20 14:26:53,maintenance,high,Maintenance on Volkswagen ID.3,True,2023-05-23 07:50:15
455,35,2023-05-15 23:37:52,fault,medium,Fault on Nissan Ariya,True,2023-05-16 14:47:33
456,11,2023-01-22 15:25:04,battery_low,high,Battery Low on Hyundai Ioniq 6,True,2023-01-23 23:31:14
457,40,2023-12-25 06:37:44,fault,critical,Fault on Nissan Leaf,True,2023-12-26 17:27:25
458,43,2024-02-21 06:16:47,battery_low,low,Battery Low on BYD Tang,True,2024-02-22 17:17:14
459,13,2023-08-28 10:11:22,fault,low,Fault on BMW iX,True,2023-08-28 14:04:47
460,27,2023-05-03 23:32:14,maintenance,medium,Maintenance on Hyundai Kona EV,True,2023-05-04 03:40:34
461,34,2023-10-09 19:02:17,fault,low,Fault on Tesla Model 3,True,2023-10-12 14:58:30
462,45,2023-07-20 11:01:33,overtemp,low,Overtemp on Tesla Model S,True,2023-07-20 17:57:56
463,13,2024-05-04 16:40:20,charging_error,critical,Charging Error on BMW iX,False,
464,40,2023-07-21 16:17:51,charging_error,low,Charging Error on Nissan Leaf,False,
465,48,2024-07-25 14:55:45,fault,medium,Fault on Tesla Model 3,True,2024-07-27 19:53:26
466,16,2023-09-14 16:05:40,charging_error,low,Charging Error on Nissan Leaf,True,2023-09-15 14:39:21
467,30,2024-07-07 10:03:17,charging_error,critical,Charging Error on Nissan Ariya,False,
468,9,2023-03-12 17:50:36,maintenance,medium,Maintenance on Nissan Leaf,True,2023-03-13 03:24:27
469,12,2024-05-28 01:17:01,battery_low,high,Battery Low on Nissan Leaf,True,2024-05-29 03:37:16
470,5,2024-05-30 01:19:04,overtemp,low,Overtemp on Hyundai Kona EV,False,
471,31,2024-01-12 22:07:59,charging_error,medium,Charging Error on BMW i3,False,
472,24,2023-12-19 13:19:51,maintenance,low,Maintenance on BMW i3,True,2023-12-22 03:57:02
473,33,2023-03-26 12:12:41,battery_low,low,Battery Low on Hyundai Ioniq 5,True,2023-03-28 04:08:42
474,44,2024-06-05 07:15:08,maintenance,high,Maintenance on Volkswagen ID.3,True,2024-06-07 21:31:05
475,7,2024-04-26 18:45:21,charging_error,low,Charging Error on Volkswagen ID.4,True,2024-04-29 17:01:32
476,21,2023-01-15 19:58:01,maintenance,low,Maintenance on Volkswagen ID.3,False,
477,44,2023-08-18 06:03:52,fault,medium,Fault on Volkswagen ID.3,True,2023-08-19 13:29:35
478,46,2023-09-28 21:02:49,charging_error,high,Charging Error on Volkswagen ID.4,True,2023-10-01 19:08:26
479,48,2023-02-14 04:53:55,maintenance,high,Maintenance on Tesla Model 3,True,2023-02-15 03:25:53
480,33,2024-09-29 09:47:55,battery_low,low,Battery Low on Hyundai Ioniq 5,True,2024-10-02 05:59:34
481,7,2023-12-21 11:02:16,fault,critical,Fault on Volkswagen ID.4,False,
482,37,2023-06-12 13:52:54,maintenance,medium,Maintenance on BYD Tang,True,2023-06-14 18:54:53
483,10,2023-12-13 15:05:09,fault,medium,Fault on Volkswagen ID.4,True,2023-12-14 10:16:24
484,45,2023-03-19 09:29:08,maintenance,low,Maintenance on Tesla Model S,True,2023-03-22 05:38:40
485,15,2023-10-22 05:03:25,overtemp,high,Overtemp on Volkswagen ID.3,True,2023-10-24 06:48:11
486,44,2024-03-20 01:38:12,charging_error,medium,Charging Error on Volkswagen ID.3,True,2024-03-22 20:25:09
487,22,2024-07-30 01:02:03,overtemp,medium,Overtemp on Hyundai Ioniq 5,True,2024-08-01 03:02:31
488,24,2023-10-03 16:55:12,overtemp,high,Overtemp on BMW i3,True,2023-10-04 18:07:57
489,21,2023-10-04 18:08:51,battery_low,low,Battery Low on Volkswagen ID.3,True,2023-10-05 20:21:07
490,12,2024-09-05 04:44:10,maintenance,medium,Maintenance on Nissan Leaf,False,
491,42,2024-01-01 19:50:25,maintenance,critical,Maintenance on BYD Han,True,2024-01-04 05:51:32
492,13,2024-02-10 22:30:03,battery_low,high,Battery Low on BMW iX,True,2024-02-11 06:48:07
493,22,2023-10-15 14:45:17,fault,medium,Fault on Hyundai Ioniq 5,True,2023-10-16 05:50:45
494,17,2023-07-25 05:03:49,battery_low,low,Battery Low on Volkswagen ID.3,True,2023-07-27 07:04:09
495,16,2024-10-11 10:00:29,overtemp,medium,Overtemp on Nissan Leaf,False,
496,1,2023-09-09 19:03:51,overtemp,low,Overtemp on BMW i3,False,
497,16,2023-08-24 05:02:02,fault,low,Fault on Nissan Leaf,True,2023-08-24 07:20:11
498,21,2023-11-16 04:23:07,overtemp,medium,Overtemp on Volkswagen ID.3,True,2023-11-17 10:06:17
499,13,2024-11-05 16:00:56,overtemp,critical,Overtemp on BMW iX,True,2024-11-08 00:12:47
500,30,2023-01-10 04:56:29,battery_low,critical,Battery Low on Nissan Ariya,True,2023-01-12 05:11:36
501,2,2023-12-22 18:41:07,battery_low,low,Battery Low on Volkswagen ID.3,True,2023-12-23 00:53:39
502,44,2023-01-22 12:56:58,charging_error,medium,Charging Error on Volkswagen ID.3,True,2023-01-23 05:01:57
503,1,2024-07-07 08:08:26,charging_error,critical,Charging Error on BMW i3,False,
504,21,2023-05-04 07:55:22,battery_low,low,Battery Low on Volkswagen ID.3,False,
505,23,2024-04-16 04:47:14,maintenance,low,Maintenance on Rivian R1T,False,
506,21,2024-10-03 23:47:28,maintenance,low,Maintenance on Volkswagen ID.3,True,2024-10-04 11:37:57
507,39,2023-08-02 00:18:08,battery_low,low,Battery Low on Nissan Leaf,True,2023-08-02 17:28:17
508,36,2024-12-26 23:31:23,overtemp,low,Overtemp on Hyundai Ioniq 6,True,2024-12-29 14:35:58
509,39,2023-04-12 07:16:34,charging_error,medium,Charging Error on Nissan Leaf,True,2023-04-13 07:27:26
510,8,2023-07-17 05:08:20,fault,low,Fault on Nissan Ariya,True,2023-07-19 18:11:35
511,5,2023-07-08 23:30:05,fault,high,Fault on Hyundai Kona EV,True,2023-07-09 00:56:58
512,39,2024-08-13 14:51:42,charging_error,low,Charging Error on Nissan Leaf,True,2024-08-14 20:08:16
513,48,2024-03-07 02:21:45,maintenance,medium,Maintenance on Tesla Model 3,True,2024-03-07 20:42:02
514,18,2023-10-14 06:57:43,charging_error,low,Charging Error on Volkswagen ID.3,False,
515,21,2023-12-10 14:02:58,overtemp,low,Overtemp on Volkswagen ID.3,True,2023-12-11 12:52:13
516,26,2024-02-07 19:00:24,overtemp,medium,Overtemp on BYD Atto 3,True,2024-02-09 15:06:10
517,48,2023-03-18 20:07:17,maintenance,low,Maintenance on Tesla Model 3,True,2023-03-20 00:02:15
518,48,2023-04-19 15:16:12,maintenance,medium,Maintenance on Tesla Model 3,True,2023-04-20 09:34:31
519,29,2024-01-02 13:59:00,overtemp,high,Overtemp on Rivian R1T,False,
520,39,2023-05-17 04:47:19,charging_error,high,Charging Error on Nissan Leaf,True,2023-05-20 00:18:40
521,25,2024-11-26 12:54:49,charging_error,low,Charging Error on BMW iX,True,2024-11-27 14:03:17
522,2,2023-10-19 22:35:27,battery_low,low,Battery Low on Volkswagen ID.3,True,2023-10-21 16:30:23
523,5,2023-03-06 09:03:53,battery_low,high,Battery Low on Hyundai Kona EV,True,2023-03-06 23:36:26
524,13,2023-12-22 19:52:22,charging_error,critical,Charging Error on BMW iX,True,2023-12-23 07:49:25
525,17,2024-02-02 22:09:46,overtemp,critical,Overtemp on Volkswagen ID.3,True,2024-02-05 02:54:00
526,7,2023-01-06 12:25:38,battery_low,medium,Battery Low on Volkswagen ID.4,True,2023-01-07 09:14:30
527,46,2024-02-20 17:22:10,charging_error,high,Charging Error on Volkswagen ID.4,True,2024-02-22 20:09:18
528,43,2023-11-03 12:33:52,overtemp,low,Overtemp on BYD Tang,True,2023-11-05 03:08:16
529,18,2023-12-02 11:46:27,charging_error,medium,Charging Error on Volkswagen ID.3,True,2023-12-03 02:11:04
530,50,2024-10-24 22:23:25,fault,low,Fault on BYD Han,True,2024-10-27 06:05:04
531,9,2023-09-22 07:03:04,fault,high,Fault on Nissan Leaf,True,2023-09-22 18:10:16
532,39,2023-06-21 19:02:05,battery_low,low,Battery Low on Nissan Leaf,True,2023-06-22 18:02:06
533,39,2024-08-04 04:46:14,battery_low,medium,Battery Low on Nissan Leaf,False,
534,21,2024-04-03 15:13:22,maintenance,high,Maintenance on Volkswagen ID.3,True,2024-04-04 05:05:10
535,22,2024-11-18 07:07:24,maintenance,critical,Maintenance on Hyundai Ioniq 5,True,2024-11-21 02:26:39
536,49,2024-04-15 05:19:53,charging_error,low,Charging Error on BMW i3,True,2024-04-16 16:15:37
537,9,2024-10-28 21:39:22,overtemp,medium,Overtemp on Nissan Leaf,True,2024-10-28 22:57:04
538,47,2024-07-07 06:29:39,maintenance,high,Maintenance on Hyundai Ioniq 6,True,2024-07-08 16:16:03
539,37,2024-08-10 12:21:17,battery_low,medium,Battery Low on BYD Tang,True,2024-08-11 01:13:48
540,50,2024-10-10 10:12:02,charging_error,low,Charging Error on BYD Han,True,2024-10-12 05:29:20
