session_id,vehicle_id,driver_id,start_time,end_time,energy_added_kwh,start_soc,end_soc,charger_type,location,cost_usd
493,34,14,2023-08-13 06:41:56,2023-08-13 07:15:57,28.36,46.99,100,DCFC,Nancyville,7.63
494,26,27,2023-06-17 09:20:02,2023-06-17 11:56:30,18.777,34.04,70.93,Level2,New Jenniferhaven,6.39
495,4,21,2024-05-31 23:24:12,2024-06-01 00:05:39,34.545,35.0,93.65,DCFC,New Katherinemouth,5.11
496,27,28,2024-05-10 15:44:23,2024-05-10 20:09:00,31.754,56.62,100,Level2,North Heather,7.24
497,44,20,2023-07-17 06:30:38,2023-07-18 06:40:31,45.913,37.83,89.13,Level1,Loganborough,7.0
498,18,34,2023-01-01 14:31:53,2023-01-02 02:12:31,22.187,21.17,47.52,Level1,North Jenniferside,4.07
499,45,36,2023-08-11 09:10:49,2023-08-11 10:03:46,44.138,44.62,100,DCFC,East Richardburgh,13.68
500,47,16,2024-08-24 20:45:20,2024-08-25 11:30:23,28.027,56.14,100,Level1,Sethberg,6.22
501,18,12,2023-04-09 09:20:02,2023-04-10 10:26:36,47.708,43.34,100,Level1,West Amanda,14.05
502,9,33,2024-11-03 00:37:25,2024-11-03 21:17:06,39.257,41.32,100,Level1,Joshuaview,8.96
503,36,20,2024-10-30 21:05:12,2024-10-31 08:35:21,21.855,51.4,85.98,Level1,Perezville,6.08
504,41,6,2023-05-29 06:25:50,2023-05-29 07:10:57,37.6,17.05,92.4,DCFC,West Jeffreyview,9.88
505,37,5,2024-05-07 04:58:48,2024-05-08 00:50:06,37.725,58.59,100,Level1,Anthonychester,5.53
506,31,36,2024-08-07 00:47:43,2024-08-07 01:18:42,25.83,29.84,58.7,DCFC,Lake Melissa,6.07
507,31,33,2023-04-05 21:53:55,2023-04-05 22:53:04,49.297,44.92,100,DCFC,Erictown,16.36
508,38,26,2023-09-30 11:38:26,2023-09-30 12:00:05,18.05,40.32,69.67,DCFC,Cuevasview,2.23
509,45,11,2024-07-03 17:40:35,2024-07-03 23:17:23,40.416,41.34,92.05,Level2,Chapmanland,5.04
510,41,21,2023-03-06 08:50:28,2023-03-06 09:35:31,37.545,18.57,93.81,DCFC,North Josephside,11.3
511,47,11,2024-08-18 16:02:06,2024-08-18 16:56:29,45.324,21.45,92.38,DCFC,Timborough,9.74
512,33,19,2023-12-06 10:12:12,2023-12-06 17:12:57,50.49,45.06,100,Level2,Port Dorismouth,9.85
513,7,29,2023-03-10 17:40:53,2023-03-10 18:08:10,22.744,36.94,66.71,DCFC,Kennedyberg,7.75
514,32,14,2024-03-09 05:02:56,2024-03-09 05:38:38,29.756,56.37,100,DCFC,Boothville,10.31
515,46,37,2024-12-10 20:05:55,2024-12-11 00:50:05,34.101,46.8,100,Level2,Hughesside,4.12
516,37,29,2024-10-03 14:00:14,2024-10-04 23:46:58,64.18,13.83,84.28,Level1,Jeffreybury,14.42
517,32,1,2023-12-12 16:27:08,2023-12-12 18:57:34,18.053,26.3,52.77,Level2,West Benjaminfurt,4.39
518,3,19,2024-02-01 02:02:55,2024-02-01 02:43:24,33.741,25.72,63.21,DCFC,Dickersonside,8.97
519,8,5,2024-04-25 06:46:20,2024-04-25 17:13:44,19.868,51.36,87.95,Level1,Michaelchester,6.77
520,18,2,2023-12-06 02:32:06,2023-12-06 13:43:45,21.269,18.0,43.26,Level1,South Robertburgh,7.38
521,32,18,2024-02-12 12:45:15,2024-02-12 13:19:35,28.624,58.03,100,DCFC,New Chelseyberg,8.65
522,25,2,2024-11-22 21:28:36,2024-11-23 05:50:51,60.27,29.84,94.3,Level2,Michaelberg,17.01
523,42,23,2023-10-04 17:39:31,2023-10-04 22:10:00,32.458,13.12,56.34,Level2,Friedmantown,7.7
524,48,23,2024-01-02 12:03:47,2024-01-02 13:10:30,55.603,22.46,79.14,DCFC,Hayleymouth,11.27
525,35,19,2024-06-19 16:49:26,2024-06-19 18:51:36,14.661,10.81,36.99,Level2,New Meganhaven,3.97
526,23,3,2024-11-13 19:15:25,2024-11-13 20:03:00,39.658,49.8,100,DCFC,Adamsbury,6.13
527,29,35,2024-01-27 03:53:11,2024-01-27 11:38:28,14.734,28.14,58.21,Level1,Andersonside,4.67
528,14,24,2023-06-03 12:10:50,2023-06-03 12:37:08,21.925,18.04,64.1,DCFC,North Stephanieside,7.32
529,22,35,2024-03-24 14:56:16,2024-03-24 16:12:20,63.394,20.66,87.25,DCFC,Lake Travischester,8.21
530,14,3,2023-01-04 02:27:09,2023-01-04 02:59:57,27.346,13.75,71.2,DCFC,Brownberg,7.82
531,15,20,2024-02-26 15:24:13,2024-02-26 17:42:17,16.569,43.88,64.54,Level2,East Mariestad,4.47
532,27,40,2023-10-10 18:25:01,2023-10-11 21:01:52,50.567,27.02,96.1,Level1,Lake Karlland,14.91
533,4,11,2024-01-17 11:52:09,2024-01-17 16:50:05,35.752,29.78,90.48,Level2,Lake Dustin,6.6
534,36,5,2023-07-08 20:12:45,2023-07-08 20:58:10,37.85,22.31,82.2,DCFC,East Stephenfort,6.37
535,17,30,2023-10-30 17:25:55,2023-10-30 19:05:59,12.008,26.38,51.66,Level2,Whiteside,3.8
536,6,27,2024-01-30 19:39:31,2024-01-31 04:02:30,15.928,52.48,83.17,Level1,Lake Daletown,3.78
537,35,27,2024-08-28 05:36:07,2024-08-28 21:51:56,30.901,24.04,79.22,Level1,South John,3.09
538,10,20,2024-04-11 07:13:27,2024-04-11 08:05:16,43.193,35.82,100,DCFC,South Dawnport,13.34
539,17,23,2024-09-12 02:14:02,2024-09-12 05:49:12,25.821,25.37,79.73,Level2,New Brendabury,6.19
540,18,30,2023-07-06 22:32:00,2023-07-06 23:22:44,42.285,37.45,87.67,DCFC,Josephborough,11.23
541,12,23,2023-07-22 18:09:45,2023-07-22 22:14:07,29.325,23.55,76.01,Level2,Shannonmouth,7.49
542,6,39,2024-09-01 20:34:10,2024-09-02 00:08:18,25.696,50.49,100,Level2,Salinasland,8.27
543,23,24,2024-12-02 21:39:13,2024-12-02 22:41:06,51.579,25.85,91.14,DCFC,East Jennifer,14.95
544,39,17,2023-01-25 01:31:50,2023-01-25 15:24:30,26.368,54.46,100,Level1,Collinsmouth,2.79
545,1,40,2024-03-22 09:03:58,2024-03-22 11:29:40,17.484,24.53,61.97,Level2,Jameston,3.08
546,4,24,2023-10-17 09:49:35,2023-10-17 13:10:08,24.067,28.24,69.1,Level2,Petersmouth,2.83
547,32,8,2023-03-14 20:07:41,2023-03-15 02:06:14,43.027,36.91,100,Level2,Millschester,6.76
548,48,8,2024-06-04 05:22:29,2024-06-05 06:56:33,48.579,11.01,60.53,Level1,Ayalahaven,15.38
549,48,24,2023-04-19 09:23:52,2023-04-19 10:33:56,58.389,34.37,93.89,DCFC,Dennisview,17.72
550,32,4,2023-04-08 04:29:38,2023-04-09 03:19:08,43.368,28.95,92.54,Level1,North Malik,12.32
551,34,23,2023-02-14 01:23:10,2023-02-14 04:44:17,24.134,54.89,100,Level2,Carterfurt,7.96
552,15,18,2024-06-24 12:55:56,2024-06-24 13:18:47,19.047,40.6,64.35,DCFC,Port Williamport,2.58
553,43,10,2024-03-12 03:29:25,2024-03-13 03:08:26,44.936,13.66,69.69,Level1,Warnerberg,10.76
554,11,20,2024-05-21 10:26:32,2024-05-21 23:27:15,24.723,33.8,86.18,Level1,Lake Kevinmouth,8.44
555,44,14,2024-09-02 21:56:08,2024-09-02 22:32:46,30.537,29.52,63.64,DCFC,Meganshire,6.26
556,21,35,2024-09-20 04:38:40,2024-09-20 05:31:39,44.153,41.13,100,DCFC,Florestown,7.4
557,40,28,2023-03-28 17:17:03,2023-03-28 19:52:06,18.607,57.62,78.74,Level2,North Taraside,4.76
558,26,18,2024-09-24 22:21:00,2024-09-25 02:03:28,26.697,47.55,100,Level2,Elliottport,7.08
559,10,9,2024-07-03 19:44:46,2024-07-03 20:11:32,22.31,14.04,47.19,DCFC,New Christopher,2.93
560,45,21,2023-01-22 22:49:16,2023-01-23 04:09:59,38.487,51.71,100,Level2,Ortizfort,5.42
561,49,1,2024-08-19 16:35:31,2024-08-19 22:53:48,45.395,47.03,100,Level2,Gregoryborough,4.58
562,17,39,2024-10-03 22:14:33,2024-10-04 07:35:33,17.765,30.63,68.03,Level1,Lake Daniel,3.68
563,17,1,2024-05-28 02:52:36,2024-05-28 03:25:01,27.023,40.81,97.7,DCFC,Amyville,6.97
564,30,23,2023-07-04 18:15:43,2023-07-05 03:47:48,18.116,52.53,93.24,Level1,Castroton,4.33
565,40,26,2024-06-22 09:05:52,2024-06-22 12:45:05,26.307,22.14,52.0,Level2,New Jessicafurt,8.07
566,37,4,2024-12-01 04:40:03,2024-12-02 06:54:49,49.868,32.74,87.48,Level1,Lake Brandonbury,9.69
567,22,20,2023-02-03 08:54:02,2023-02-03 15:41:34,48.904,24.81,76.18,Level2,Castilloside,9.87
568,38,9,2024-01-30 13:29:11,2024-01-30 14:07:29,31.919,18.36,70.26,DCFC,Port Brittneystad,9.63
569,26,28,2023-11-10 04:30:04,2023-11-10 09:20:17,34.826,17.87,86.29,Level2,South Robertberg,11.14
570,40,38,2024-03-13 06:41:32,2024-03-13 07:28:23,39.046,55.68,100,DCFC,Trevorfurt,13.11
571,4,31,2024-12-23 02:22:02,2024-12-23 02:47:16,21.039,59.82,95.54,DCFC,West John,6.4
572,49,39,2023-04-15 14:55:45,2023-04-16 14:54:42,45.567,46.83,100,Level1,Millerberg,8.69
573,6,31,2023-03-04 17:06:41,2023-03-04 20:51:30,26.978,48.02,100,Level2,Riveraland,4.72
574,4,1,2024-12-02 01:51:31,2024-12-02 21:57:32,38.191,35.16,100,Level1,Lake Linda,10.81
575,25,25,2024-02-08 01:17:06,2024-02-08 01:50:40,27.985,30.62,60.55,DCFC,South Kevinstad,9.02
576,33,7,2023-12-13 11:05:21,2023-12-14 12:20:32,47.981,33.1,85.31,Level1,Sydneyfort,7.39
577,41,34,2023-05-14 14:44:40,2023-05-14 15:06:25,18.134,59.15,95.49,DCFC,South Hollytown,3.06
578,49,7,2023-11-27 20:05:44,2023-11-28 18:03:10,41.719,51.32,100,Level1,Traceyview,13.84
579,38,2,2023-07-20 02:22:48,2023-07-20 02:51:06,23.591,28.11,66.47,DCFC,Kennethport,4.08
580,13,32,2023-07-10 12:57:16,2023-07-10 13:41:51,37.166,36.44,97.77,DCFC,West Nicole,10.17
581,6,26,2023-08-08 21:42:04,2023-08-09 02:24:29,33.891,34.7,100,Level2,West Seth,4.77
582,25,35,2024-07-07 23:52:18,2024-07-08 03:07:01,23.366,26.45,51.44,Level2,South Michaelberg,6.96
583,46,7,2024-05-31 19:47:52,2024-06-01 13:45:20,34.12,46.77,100,Level1,North Melissa,10.82
584,26,23,2023-01-06 14:16:50,2023-01-06 14:44:50,23.338,35.33,81.18,DCFC,West Amyburgh,3.24
585,26,8,2024-11-01 11:48:49,2024-11-02 00:50:19,24.748,51.38,100,Level1,Diazborough,3.46
586,44,25,2023-04-26 10:31:05,2023-04-26 16:10:08,40.687,54.54,100,Level2,North Nicole,7.46
587,46,19,2023-06-02 00:40:13,2023-06-02 12:41:02,22.826,39.02,74.63,Level1,Lake Timothytown,5.35
588,45,2,2024-06-30 15:41:07,2024-06-30 16:28:55,39.842,45.36,95.35,DCFC,Wilsontown,12.48
589,45,3,2024-04-21 02:11:05,2024-04-21 07:43:30,39.89,13.65,63.7,Level2,West Danielchester,11.67
590,15,19,2024-09-17 15:21:32,2024-09-17 18:10:25,20.267,59.17,84.44,Level2,Christopherstad,4.93
591,49,12,2023-11-16 02:25:27,2023-11-16 03:13:25,39.979,36.73,83.38,DCFC,Smithfurt,5.33
592,5,36,2024-11-23 12:38:00,2024-11-23 13:16:32,32.124,57.62,100,DCFC,Rickyborough,5.29
593,29,25,2024-08-10 09:31:23,2024-08-10 12:47:25,23.525,17.5,65.51,Level2,Lake Loritown,7.15
594,25,19,2023-01-17 15:59:49,2023-01-17 17:01:10,51.135,41.66,96.35,DCFC,Lake Mollyview,15.68
595,11,16,2024-04-25 07:16:53,2024-04-25 10:43:20,24.775,47.51,100,Level2,Cannonport,7.49
596,7,14,2023-05-03 20:59:45,2023-05-04 07:12:19,19.398,22.8,48.19,Level1,North Andrewbury,6.58
597,44,33,2024-10-21 00:55:42,2024-10-21 01:35:56,33.536,20.98,58.45,DCFC,East Johnland,11.45
598,41,25,2023-10-25 05:03:09,2023-10-25 08:29:34,24.77,50.36,100,Level2,Lake Carla,2.67
599,36,30,2024-06-05 14:17:14,2024-06-05 17:36:50,23.953,24.16,62.06,Level2,Lake Cassandra,4.16
600,22,39,2024-03-19 12:45:02,2024-03-19 15:52:44,22.524,47.31,70.97,Level2,West Stephanie,4.71
601,39,34,2024-10-01 14:37:58,2024-10-01 15:22:44,37.317,26.84,91.29,DCFC,Lake Patrickberg,10.49
602,29,8,2024-02-10 04:40:21,2024-02-11 00:55:57,38.494,15.75,94.31,Level1,South Jeffery,8.95
603,18,39,2024-05-03 20:51:33,2024-05-03 21:25:29,28.291,18.58,52.18,DCFC,South Julie,5.14
604,21,3,2023-03-27 14:12:28,2023-03-27 14:49:51,31.162,58.45,100,DCFC,Port Jamesville,5.07
605,8,14,2024-07-15 20:20:57,2024-07-16 09:39:19,25.282,15.2,61.76,Level1,Carolineland,4.62
606,30,15,2024-03-20 00:53:32,2024-03-20 01:26:56,27.839,19.83,82.39,DCFC,West Nancy,8.31
607,28,21,2024-08-03 20:25:56,2024-08-04 08:51:34,23.612,57.51,98.15,Level1,North Teresa,4.86
608,14,34,2023-02-08 16:12:56,2023-02-08 19:53:24,26.456,44.42,100,Level2,Allenshire,2.69
609,14,28,2023-05-02 20:57:21,2023-05-02 21:21:44,20.325,57.3,100,DCFC,Snyderton,3.38
610,37,20,2024-06-20 14:38:15,2024-06-20 23:49:47,66.184,17.55,90.2,Level2,Wellston,17.66
611,24,1,2024-05-20 03:53:51,2024-05-21 00:03:57,38.32,35.89,76.44,Level1,Port Coleport,12.42
612,16,24,2023-10-12 01:43:59,2023-10-12 05:12:02,24.966,58.32,100,Level2,Jessicaville,3.77
613,12,11,2023-01-23 07:17:11,2023-01-23 07:48:52,26.413,39.32,86.57,DCFC,Ericabury,8.88
614,17,7,2023-09-04 14:24:21,2023-09-05 03:49:51,25.508,46.3,100,Level1,Chenport,6.76
615,11,24,2023-05-15 10:28:31,2023-05-15 14:28:01,28.74,39.11,100,Level2,New Shannonville,9.57
616,16,15,2024-07-18 16:01:15,2024-07-18 16:33:59,27.29,54.44,100,DCFC,Garnerton,8.18
617,9,26,2024-05-17 01:34:52,2024-05-17 08:09:58,47.412,29.13,100,Level2,North Timothyberg,6.16
618,13,38,2023-04-29 19:15:21,2023-04-29 19:32:47,14.538,47.37,71.36,DCFC,North Christopher,4.11
619,4,17,2023-04-16 15:03:05,2023-04-17 03:33:58,23.778,44.39,84.76,Level1,Campbellstad,4.79
620,35,19,2024-03-22 20:37:20,2024-03-22 20:57:09,16.514,38.05,67.54,DCFC,North Keith,4.92
621,42,7,2024-03-27 19:02:07,2024-03-27 21:51:47,20.36,47.23,74.34,Level2,Kristenchester,2.99
622,17,12,2023-11-13 01:18:16,2023-11-13 14:55:09,25.868,30.82,85.28,Level1,Matthewburgh,6.79
623,38,33,2023-05-11 14:43:06,2023-05-11 17:44:37,21.783,53.4,88.82,Level2,Michaelfurt,3.98
624,44,39,2024-02-04 09:09:54,2024-02-05 03:54:46,35.621,18.46,58.26,Level1,Gillfort,10.18
625,3,37,2024-09-10 06:06:45,2024-09-11 15:36:24,63.639,23.86,94.57,Level1,South Janet,8.66
626,8,33,2023-11-12 01:58:27,2023-11-12 03:43:53,12.652,41.44,64.74,Level2,Karenborough,2.83
627,43,10,2023-04-28 12:10:12,2023-04-28 17:35:24,39.025,51.34,100,Level2,Stephaniemouth,8.64
628,42,19,2024-10-23 04:28:52,2024-10-24 04:17:58,45.255,13.75,74.01,Level1,Maryhaven,5.3
629,5,1,2023-01-14 21:19:45,2023-01-15 01:35:49,30.729,43.93,84.47,Level2,Bowmanhaven,7.19
630,44,34,2024-07-20 23:44:56,2024-07-21 00:43:17,48.634,45.66,100,DCFC,Lake Rachel,13.91
631,25,37,2024-09-09 09:30:46,2024-09-09 10:41:48,59.204,23.69,87.01,DCFC,Jamieburgh,7.02
632,6,15,2023-02-19 13:56:11,2023-02-19 16:46:45,20.469,58.39,97.83,Level2,New John,5.11
633,2,34,2023-03-02 11:06:47,2023-03-02 11:48:46,34.988,18.56,76.68,DCFC,North Tanyamouth,11.29
634,27,12,2023-08-18 01:13:07,2023-08-18 02:16:19,52.675,28.04,100,DCFC,Jeffersonfort,16.45
635,49,28,2023-01-14 09:17:24,2023-01-15 03:12:03,34.031,29.73,69.44,Level1,Melanieville,3.65
636,44,34,2023-04-14 05:44:09,2023-04-14 13:41:38,57.298,35.98,100,Level2,Bonnieville,5.76
637,34,14,2024-10-09 05:06:34,2024-10-09 05:26:53,16.933,46.74,78.39,DCFC,Riggsville,2.94
638,43,19,2024-01-07 06:54:11,2024-01-07 07:46:11,43.34,45.96,100,DCFC,West Jacobtown,10.83
639,45,37,2023-04-28 06:50:16,2023-04-28 08:00:28,58.508,19.92,93.33,DCFC,Hancockborough,10.7
640,25,17,2024-02-09 02:18:41,2024-02-09 14:43:37,23.59,52.08,77.31,Level1,Benjaminberg,2.59
641,16,11,2023-09-10 14:46:35,2023-09-11 02:40:27,22.606,30.49,68.23,Level1,New Olivia,7.45
642,14,26,2023-08-04 05:39:58,2023-08-04 06:23:21,36.162,20.83,96.8,DCFC,New Joel,9.85
643,19,3,2024-05-23 20:09:05,2024-05-24 03:05:10,49.931,13.7,68.21,Level2,Brittneyville,14.7
644,8,1,2023-09-21 06:50:51,2023-09-21 10:02:15,22.969,57.7,100,Level2,Port Michael,5.07
645,42,22,2023-09-16 18:09:22,2023-09-17 00:54:09,48.575,17.12,81.8,Level2,Mathewsstad,6.2
646,28,24,2023-11-28 03:32:00,2023-11-28 03:52:15,16.878,13.24,42.29,DCFC,Jordanmouth,2.4
647,44,35,2023-01-07 06:39:56,2023-01-07 21:29:23,28.166,34.23,65.7,Level1,Lake Danielle,6.32
648,47,15,2024-04-10 09:17:45,2024-04-10 19:35:26,19.56,13.8,44.41,Level1,Vanessafurt,5.88
649,20,25,2024-01-04 19:44:29,2024-01-05 11:08:53,29.273,15.93,68.58,Level1,North John,8.93
650,1,4,2024-11-13 02:54:07,2024-11-13 03:28:26,28.608,33.56,94.82,DCFC,Port Matthew,7.07
651,30,2,2024-04-22 03:42:07,2024-04-22 08:07:00,31.786,28.57,100,Level2,East Dakotaborough,9.05
652,15,28,2023-12-11 02:45:09,2023-12-11 03:05:38,17.083,48.18,69.48,DCFC,Port Benjaminfort,4.81
653,47,35,2024-01-13 15:10:37,2024-01-13 15:53:44,35.944,33.2,89.45,DCFC,East Maria,12.28
654,26,31,2024-08-23 17:14:55,2024-08-23 20:04:14,20.319,12.47,52.39,Level2,Port Diana,6.82
655,32,21,2023-06-30 21:08:27,2023-06-30 21:43:00,28.801,41.93,84.16,DCFC,Adamsfurt,3.82
656,19,22,2023-05-31 05:49:36,2023-06-01 12:00:05,57.332,29.3,91.89,Level1,Jessicamouth,8.54
657,12,19,2024-03-10 22:37:38,2024-03-11 12:35:46,26.541,23.07,70.55,Level1,Floresborough,3.29
658,25,13,2024-05-19 13:12:37,2024-05-19 18:51:19,40.644,56.53,100,Level2,Scottchester,12.57
659,16,37,2023-07-15 00:06:46,2023-07-15 03:51:44,26.997,54.93,100,Level2,East Andrewshire,9.21
660,41,20,2023-04-29 05:39:16,2023-04-29 06:06:31,22.719,20.27,65.8,DCFC,Hernandeztown,5.53
661,1,35,2023-03-20 01:27:59,2023-03-20 12:53:09,21.697,13.52,59.98,Level1,South Rebeccaburgh,5.38
662,37,17,2024-11-11 05:05:39,2024-11-12 12:29:57,59.67,24.95,90.45,Level1,New Caleb,12.65
663,3,11,2024-11-22 21:51:58,2024-11-22 22:33:16,34.425,10.02,48.27,DCFC,East Bryanborough,11.73
664,2,26,2023-11-10 01:48:04,2023-11-10 02:12:42,20.54,58.28,92.4,DCFC,Lake Donna,6.67
665,32,30,2023-02-18 22:42:23,2023-02-18 22:59:45,14.486,33.75,54.99,DCFC,Matthewton,2.2
666,6,17,2024-08-12 04:59:45,2024-08-12 08:32:32,25.535,50.8,100,Level2,Owenmouth,6.28
667,6,28,2023-11-24 05:13:36,2023-11-24 05:51:36,31.68,34.01,95.05,DCFC,South Joseph,6.18
668,6,15,2024-11-09 22:24:35,2024-11-10 13:25:41,28.535,45.02,100,Level1,Candaceville,9.96
669,11,40,2024-06-22 15:19:34,2024-06-23 07:09:20,30.076,36.28,100,Level1,Tylerside,4.81
670,32,5,2024-11-23 13:18:03,2024-11-23 13:34:30,13.715,11.97,32.08,DCFC,West Chasefurt,3.44
671,45,19,2023-05-07 13:27:02,2023-05-07 14:04:18,31.059,53.63,92.6,DCFC,Robertsonview,4.78
672,37,8,2023-01-24 15:41:26,2023-01-24 16:53:19,59.907,34.24,100,DCFC,South Adamland,6.7
673,39,39,2024-11-26 16:44:24,2024-11-26 17:25:40,34.393,11.47,70.87,DCFC,Ryanland,4.13
674,17,34,2024-12-03 01:06:23,2024-12-03 01:38:55,27.123,42.9,100,DCFC,East Marytown,5.52
675,2,28,2024-09-18 18:40:38,2024-09-19 06:10:20,21.841,50.39,86.67,Level1,Mariamouth,2.35
676,26,33,2023-10-20 23:23:29,2023-10-21 01:53:10,17.963,11.31,46.6,Level2,Harrisborough,3.18
677,14,1,2024-12-06 11:39:06,2024-12-06 16:18:35,33.539,27.41,97.87,Level2,Stephenschester,9.1
678,27,15,2024-03-16 07:57:02,2024-03-16 08:59:35,52.126,28.79,100,DCFC,East Tiffany,13.28
679,31,37,2023-05-02 07:10:04,2023-05-02 12:21:09,37.33,48.92,90.63,Level2,Leeport,7.05
680,5,20,2024-08-01 06:42:58,2024-08-02 00:18:20,33.42,55.91,100,Level1,West Michael,11.63
681,8,10,2024-04-18 04:13:30,2024-04-18 09:02:39,34.698,10.17,74.07,Level2,Perezville,11.53
682,3,39,2024-01-23 01:32:12,2024-01-23 02:53:55,68.103,18.02,93.69,DCFC,East Heidimouth,8.17
683,15,25,2024-11-08 12:13:53,2024-11-08 22:01:41,18.614,35.16,58.37,Level1,North Alexafurt,2.85
684,45,10,2023-05-30 11:56:28,2023-05-30 14:29:49,18.403,35.48,58.57,Level2,Martinmouth,3.7
685,1,31,2024-05-04 07:52:25,2024-05-04 11:28:47,25.965,34.91,90.51,Level2,Silvahaven,7.2
686,27,8,2024-11-21 15:14:55,2024-11-21 19:35:27,31.264,57.29,100,Level2,Goodmanburgh,3.4
687,15,40,2023-03-18 05:02:57,2023-03-18 05:34:24,26.209,51.03,83.71,DCFC,Lake Robert,3.5
688,19,28,2024-09-03 09:54:36,2024-09-03 14:56:25,36.219,30.14,69.68,Level2,New Jennifer,4.36
689,30,38,2023-08-11 17:22:05,2023-08-11 17:52:38,25.463,35.04,92.26,DCFC,North Joshuahaven,4.19
690,41,19,2024-09-11 20:33:41,2024-09-11 21:07:39,28.313,32.75,89.49,DCFC,Hensleymouth,3.9
691,22,15,2023-08-30 06:49:27,2023-08-31 18:03:30,66.945,13.79,84.11,Level1,North Lindaview,22.91
692,18,29,2024-03-09 12:55:51,2024-03-09 13:32:10,30.27,32.44,68.39,DCFC,Choiton,5.75
693,25,29,2024-04-30 23:21:34,2024-05-02 00:47:10,48.311,20.16,71.83,Level1,South Diane,6.01
694,5,7,2023-09-25 12:39:53,2023-09-26 17:02:01,53.901,16.01,87.12,Level1,Hebertmouth,6.1
695,14,21,2023-01-25 20:16:29,2023-01-25 20:44:10,23.076,41.63,90.11,DCFC,Davidsonton,7.52
696,27,36,2024-02-08 08:19:28,2024-02-08 13:00:26,33.716,45.99,92.05,Level2,Davidland,10.58
697,23,15,2023-09-28 10:13:13,2023-09-28 11:21:01,56.501,26.08,97.6,DCFC,Nicolebury,5.94
698,42,21,2024-08-14 20:38:30,2024-08-14 21:29:10,42.236,21.7,77.94,DCFC,South Tyler,4.32
699,13,27,2023-11-21 09:53:17,2023-11-21 14:17:57,31.76,11.22,63.63,Level2,East Tylershire,9.14
700,28,36,2024-04-23 12:02:40,2024-04-23 18:37:41,12.509,50.52,72.05,Level1,New John,1.85
701,44,36,2024-06-01 03:58:40,2024-06-01 04:34:11,29.607,58.5,91.58,DCFC,Hallfort,5.96
702,40,7,2023-04-18 18:31:11,2023-04-19 01:55:56,53.371,32.33,92.91,Level2,Carrillomouth,12.71
703,44,6,2024-05-17 03:11:36,2024-05-18 13:06:15,64.431,10.82,82.81,Level1,Davidview,21.35
704,40,26,2023-02-19 15:13:06,2023-02-19 20:15:26,36.28,56.07,97.25,Level2,North Paulchester,7.65
705,15,9,2023-11-20 23:08:55,2023-11-20 23:34:13,21.093,52.59,78.89,DCFC,Brittanyborough,6.81
706,6,6,2023-04-21 23:35:20,2023-04-21 23:55:14,16.592,22.28,54.25,DCFC,Lake Robyn,3.8
707,45,14,2023-09-10 10:14:17,2023-09-10 15:40:03,39.093,49.34,98.39,Level2,Craigton,12.35
708,46,27,2024-08-03 03:22:38,2024-08-04 00:00:50,39.21,23.14,84.31,Level1,Shelialand,6.33
709,16,26,2023-09-25 09:35:03,2023-09-25 09:58:44,19.743,21.81,54.77,DCFC,Lake Tinachester,3.17
710,1,11,2024-08-25 01:20:03,2024-08-25 01:43:36,19.628,30.02,72.05,DCFC,Katelynview,2.41
711,28,12,2023-06-25 08:35:21,2023-06-25 21:47:45,25.093,40.03,83.22,Level1,Bradleyfort,3.51
712,27,37,2024-02-11 13:32:48,2024-02-11 19:34:39,43.422,28.46,87.78,Level2,North Brendahaven,6.81
713,49,1,2023-06-21 12:03:38,2023-06-21 13:03:20,49.757,41.94,100,DCFC,Ashleyside,11.34
714,27,17,2024-09-15 11:09:09,2024-09-15 14:15:48,22.399,51.96,82.56,Level2,Mcleanfort,7.15
715,2,22,2024-10-15 19:57:24,2024-10-15 23:25:47,25.007,20.72,62.26,Level2,North Susan,3.84
716,43,31,2023-09-10 02:54:23,2023-09-10 03:15:13,17.371,16.44,38.1,DCFC,Pearsonton,3.75
717,22,5,2023-05-10 01:06:35,2023-05-10 04:07:47,21.744,44.34,67.18,Level2,Port Barbaramouth,6.71
718,33,11,2024-09-03 02:38:20,2024-09-03 03:35:28,47.613,22.01,73.82,DCFC,Jamesland,10.17
719,31,13,2024-03-07 01:10:30,2024-03-07 06:45:27,40.194,23.42,68.33,Level2,West Sherryland,8.76
720,45,24,2023-11-12 03:40:01,2023-11-12 08:49:23,37.124,53.42,100,Level2,West Natalie,4.75
721,36,27,2024-10-22 03:18:00,2024-10-22 03:41:11,19.327,34.61,65.19,DCFC,Taylorland,4.99
722,27,22,2023-10-17 21:16:05,2023-10-18 20:01:59,43.254,10.17,69.26,Level1,Washingtonmouth,14.33
723,39,16,2023-02-15 15:17:26,2023-02-15 19:57:31,33.611,38.95,97.0,Level2,Nicholeton,5.21
724,30,7,2024-12-12 10:01:45,2024-12-12 20:59:58,20.844,49.41,96.25,Level1,Susanbury,6.85
725,27,28,2024-10-07 18:35:27,2024-10-07 19:36:46,51.101,24.58,94.39,DCFC,Combsside,15.46
726,41,12,2023-12-30 15:14:38,2023-12-30 17:11:26,14.017,58.7,86.79,Level2,East Karenton,2.06
727,17,18,2024-09-09 08:58:36,2024-09-09 11:06:15,15.319,54.71,86.96,Level2,Meyerbury,3.34
728,20,32,2024-06-01 07:26:48,2024-06-01 11:56:52,32.409,41.71,100,Level2,Davidchester,10.1
729,12,23,2023-12-26 05:37:50,2023-12-26 10:08:29,32.478,41.9,100,Level2,Blackburnhaven,4.44
